conf,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18,c_19,c_20,c_21,c_22,c_23,c_24,c_25,c_26,c_27,c_28,c_29,c_30,c_31,c_32,c_33,c_34,c_35,c_36,c_37,c_38,c_39,c_40,c_41,c_42,c_43,c_44,c_45,c_46,c_47,c_48,c_49,c_50,c_51,c_52,c_53,c_54,c_55,c_56,c_57,c_58,c_59,c_60,c_61,c_62,c_63,c_64,c_65,c_66,c_67,c_68,c_69,c_70,c_71,c_72,c_73,c_74,c_75,c_76,c_77,c_78,c_79,c_80,c_81,c_82,c_83,c_84,c_85,c_86,c_87,c_88,c_89,c_90,c_91,c_92,c_93,c_94,c_95,c_96,c_97,c_98,c_99
conf_160,-0.13308795,0.0021768461,0.048105437,-0.10407666,0.2196187,0.08178329,0.1386703,0.18838917,-0.1357579,-0.15408382,0.049508955,0.36757267,-0.08162436,0.15839073,-0.23381759,-0.014648629,0.32639766,0.17382291,-0.029533796,0.050395258,0.026262034,-0.11597413,-0.32905012,-0.12281622,0.25749263,-0.0086167585,-0.22812665,-0.06817756,-0.13244689,-0.054717157,0.26571545,-0.09484776,-0.013322819,0.10111544,-0.0899686,-0.16951714,-0.30539146,-0.27162865,-0.21098304,-0.11822404,-0.106702544,-0.15727814,-0.2911985,-0.12292021,-0.22892457,-0.02199898,-0.27108023,0.1292465,0.119952455,0.09474662,0.18329296,0.041045807,-0.0697465,-0.17562126,-0.07414553,0.18891175,0.1901058,0.08353332,-0.041073244,-0.102003016,-0.17086555,-0.12635127,-0.034703363,0.10003139,0.23306891,-0.28916922,0.1599127,0.122661486,-0.24151382,0.19972262,-0.15555133,0.27066353,-0.19252098,-0.18268487,0.120476,-0.39658356,-0.117175445,0.21723948,0.053444535,0.1871171,0.09825139,-0.05630606,0.0028210299,0.08486899,0.13744652,0.2246064,0.17589723,-0.10400325,-0.26010397,-0.25119144,0.17694531,-0.15222317,-0.15301499,-0.110394426,0.106562644,-0.2444557,-0.040479362,0.06311834,-0.17517948,0.12658393
conf_161,-0.21786824,-0.17885096,0.04619225,-0.13445157,-0.0076094614,-0.012861782,-0.0329777,0.062153168,-0.15174039,-0.052659556,0.27142546,0.24138968,-0.22025485,0.13152298,-0.26452816,0.272423,0.25594777,0.16714971,-0.08989849,-0.008250029,-0.064484894,-0.19564572,0.22039339,-0.18288016,0.24472553,0.105266914,-0.20789787,-0.1640623,-0.15575348,0.024350982,0.022854477,-0.14719844,-0.30820325,0.27235207,-0.025811264,-0.160299,-0.0040667467,-0.3009523,-0.16581425,0.120056406,-0.216055,-0.33285394,-0.008884324,-0.30842417,-0.22603826,-0.13893507,0.26013595,0.28713414,0.2814595,0.10196248,-0.008712743,0.17846493,0.14342842,-0.09281573,-0.24174145,0.21414492,0.28783298,0.11760661,-0.086269036,0.21114665,-0.09713724,-0.21842824,-0.008281836,-0.1068822,0.25731647,-0.07225343,0.16763487,0.15156884,-0.20690364,0.099641316,-0.113674864,-0.11828407,-0.23015422,-0.043087788,0.17064033,0.124974795,-0.21805269,0.1589413,-0.03293557,0.17974494,0.25939193,-0.24034351,0.07522634,0.11710421,0.26079193,0.13731411,-0.1656755,-0.050825875,0.12429487,-0.16538848,0.10958289,-0.15748787,-0.25749385,0.11278391,0.16421957,-0.19191247,-0.26241374,-0.018859198,-0.13388379,0.15805823
conf_162,-0.1565596,-0.247982,0.17312315,-0.22236715,0.27707508,-0.04695226,0.056448743,0.13208279,-0.18695462,-0.041771922,0.0689531,0.106883995,-0.11473127,0.1725179,-0.2098308,0.19153205,0.0072144684,0.09008006,-0.3634215,0.38012853,-0.0030397817,-0.2875632,-0.066349655,-0.14093007,0.17872761,0.1802861,-0.25579512,-0.17618826,-0.20936686,0.18757439,0.19355305,-0.1744121,-0.02523663,0.2191028,-0.2943656,-0.0651077,-0.19359599,0.08514299,-0.09554501,0.09196699,-0.13422263,-0.18263812,-0.16875707,-0.18939728,-0.11142768,0.047782518,-0.22660284,0.22776279,-0.07445495,0.14244522,0.18684486,0.33683345,0.22809726,-0.15025498,-0.13721749,0.15095165,0.1305227,0.10762815,-0.11071192,0.13468368,-0.23161648,-0.26830593,-0.080452606,0.09320453,0.27898964,-0.11967759,0.19728711,0.13927494,-0.12056553,0.1761774,-0.16840157,0.0017800888,-0.2588806,-0.025736248,0.17626661,0.04864126,-0.060134932,0.17394882,0.06546183,0.12115873,-0.035391495,-0.18081912,-0.15570574,0.21303074,0.15809755,0.23048776,-0.21528834,-0.10199609,-0.22440605,-0.17479345,0.18617857,-0.38646868,-0.16962963,0.2529654,0.1849822,-0.11544463,-0.20610605,-0.03284646,-0.2839555,0.0019648608
conf_163,-0.12448246,-0.1999843,0.27585626,-0.18259192,-0.12283733,0.17274772,0.1854154,0.16346332,-0.21037307,-0.20967871,0.16077544,-0.082953684,-0.31939712,0.1481264,-0.16892412,0.38019314,0.35752475,-0.22449207,-0.314368,0.02910671,0.014744517,-0.18005995,0.07107017,-0.20773043,0.14495744,0.25316256,-0.059765708,-0.23718059,-0.16627549,0.12352813,0.08144604,-0.25483102,-0.21360874,0.1982447,-0.34054354,-0.12302497,-0.30734965,0.21489479,-0.11098613,-0.08768173,-0.20329657,-0.08561912,-0.020290907,-0.2955455,-0.14378862,-0.161282,0.43107805,0.2448969,0.12522638,0.18477993,0.05304621,-0.017220788,0.14215712,-0.16063988,-0.28611493,0.15085055,0.24293377,0.06833331,0.16037807,-0.045218896,-0.19739446,-0.2821304,-0.09149761,-0.18595915,0.11457582,0.1043349,0.20422174,0.18677604,0.00018088982,0.18850642,-0.111126475,-0.25080192,-0.12956917,-0.051001847,0.21771431,0.33143622,-0.20016563,0.18301244,-0.1004523,0.25475624,0.45995632,0.051960878,0.2015778,0.18151468,0.2199602,0.104061075,0.13098393,-0.24878348,-0.06896488,-0.18103294,0.26214254,-0.14391091,-0.17872082,0.16460489,0.23828192,-0.098848455,-0.12432069,0.04672486,-0.08871931,0.1864776
conf_164,-0.21726307,-0.23455961,0.21674684,-0.076632835,0.067433,0.1733864,0.0411991,0.19003573,-0.12784646,-0.16956097,0.097366594,0.2392875,-0.168763,0.027932025,-0.22785513,0.1937259,0.10517332,-0.32702532,-0.18433972,0.16413899,-0.014163345,-0.14170556,-0.14132889,-0.21546571,0.20905021,-0.07392944,-0.119159125,-0.13561527,-0.17905657,-0.0074430183,0.10124534,-0.15491489,-0.29645127,0.07184545,-0.3458738,-0.19273475,-0.30013552,0.005383635,-0.12083302,0.049407247,-0.24244167,-0.18764266,-0.062111262,-0.0704943,-0.13939041,-0.06400481,-0.14874685,0.12204975,0.1682942,0.123662226,0.21136631,0.062046543,0.15456825,-0.23536585,-0.188978,0.1644387,0.14429592,0.05873292,-0.1157179,0.037718546,-0.11728305,-0.20837851,-0.16841875,-0.2401202,0.18029101,-0.25080648,0.11172777,0.2720287,-0.057234477,0.110897526,-0.18325455,0.10100754,-0.18165928,0.0058421465,0.1830601,-0.15870042,-0.09224627,0.12203972,0.10577172,0.20926867,0.19712785,-0.14422174,-0.12448574,0.24569827,0.10235893,0.12581447,0.08515963,-0.06464491,-0.2590933,-0.19736655,0.14098567,-0.32576245,-0.16790387,0.29778966,0.15747236,-0.24424842,-0.28141695,0.030405633,-0.18729529,0.091072395
conf_165,-0.14711122,-0.082991004,-0.07150311,-0.23477548,0.031761948,-0.03976112,-0.053320654,0.13731602,-0.10064026,-0.1951731,0.30947423,0.15718415,-0.2863377,0.1914021,-0.2481812,0.19466016,0.096197926,-0.10159754,0.0023628722,-0.12484026,0.11495595,-0.224383,0.14984074,-0.06081253,0.15511659,0.20163214,-0.16174924,-0.19371624,-0.051060397,-0.16246039,0.061618786,-0.18286683,-0.15473382,0.20307492,-0.20893165,-0.19668151,-0.25779232,-0.21192658,-0.16273414,-0.001305131,-0.083634384,-0.2026761,-0.07998991,-0.030688064,-0.17494608,-0.19807258,0.47133198,0.07122684,0.3524262,0.077136144,0.2501815,-0.012279905,0.0006090773,-0.14079058,-0.1694627,0.100247696,0.26076883,0.114301,0.13091572,-0.011906521,-0.2670232,-0.22482322,-0.25344267,0.002321701,0.16829558,-0.11221991,0.11637108,0.27100998,-0.17167877,0.20157158,-0.16844824,-0.17792189,-0.12495893,-0.19586441,0.15155862,0.35540104,-0.19942328,0.17679505,0.26287124,0.064722165,0.0008035181,0.56348324,0.17784922,0.107419886,0.19834849,0.17914753,0.05266928,-0.09306613,0.2334506,-0.16724968,0.09032479,0.16512343,-0.26852313,0.13755402,0.09764829,-0.19223247,-0.12496642,-0.15922436,0.003164787,0.29853618
conf_166,-0.16457766,0.051126003,0.11699015,-0.041689128,0.26899147,-0.038933642,0.2615571,0.09979434,-0.11486436,0.088649206,0.13697357,0.25474885,-0.23933302,0.2617313,-0.16717508,0.22000793,0.48800498,0.37190455,-0.19225211,0.27917182,0.07606938,-0.014675369,-0.23084283,-0.08870376,0.17637697,0.14579572,-0.118297204,-0.114979714,-0.23482655,-0.054262433,0.15507242,-0.15380864,-0.1366996,0.31799343,0.002600735,-0.18277848,-0.207733,-0.03177122,-0.13791686,0.18239862,-0.022458378,-0.22005843,-0.26339152,-0.20860435,-0.12312245,0.015759295,-0.45161048,0.09336257,0.2674435,0.06624303,0.17601249,0.10053564,-0.08604271,-0.16809635,-0.13150483,0.1555061,0.17267272,0.0730563,-0.18473586,0.0824422,-0.12940517,-0.04570517,0.011404816,-0.02464738,0.22383843,-0.21750015,0.08823368,0.122587375,0.104011506,0.23573147,-0.20580411,0.10568307,-0.23479758,-0.24281912,0.2594425,-0.21082148,-0.24977179,0.2723473,0.09169027,0.12290704,0.22301379,0.16040023,-0.1099099,0.19275288,0.11810776,0.24357733,-0.16303481,-0.038408924,-0.23137389,-0.083361976,0.10996821,-0.0010419118,-0.16814789,-0.12448568,0.0852851,-0.036593247,-0.07063811,0.26980713,-0.14996073,-0.13229027
conf_167,-0.07502334,-0.081472315,0.00038843317,-0.2791888,0.22542804,0.18705218,0.293393,0.16742218,-0.056884706,-0.23203197,-0.10321582,0.078339934,-0.15934204,0.30526924,-0.035678122,0.17943518,0.063784085,0.102179796,0.06386743,-0.05888226,0.02843689,-0.2337831,-0.23098901,-0.20717423,0.2334995,0.16907553,-0.108037636,-0.23274454,-0.10589661,-0.060399815,0.058130506,-0.24434714,-0.040052783,0.028782813,-0.19152841,-0.20507027,-0.19696479,0.059306886,-0.17832884,-0.06390788,-0.09192377,-0.29463524,-0.25228667,0.069857284,-0.19288287,0.12003008,0.19152232,0.14146945,0.44215894,0.24221376,0.29894087,-0.06267689,-0.32411242,-0.22749987,-0.15535575,0.13024534,0.24966845,0.18489571,0.09971803,0.18080305,-0.15299404,-0.28864682,0.01256122,0.017053293,0.11170958,-0.29339388,0.26243326,0.17183761,-0.1641953,0.07128934,-0.18738331,-0.11475845,-0.052143734,-0.086155854,0.1747475,0.15313192,-0.24515922,0.14051032,0.27720633,0.06293293,0.10283248,0.16043247,-0.17431287,0.20820752,0.12493436,-0.0057870485,-0.045919515,-0.016289286,0.14814974,-0.12865934,0.15602235,-0.10165483,-0.20086123,0.14281453,0.10402426,-0.21553868,-0.14238906,0.1328248,-0.09274116,0.030054599
conf_168,-0.068289995,-0.10724629,0.13717002,0.23717661,0.2030974,0.2291904,0.302817,0.16408212,-0.17676663,-0.13364589,0.27186584,0.28838575,-0.13979444,0.09671208,-0.35090476,0.11197146,0.3120535,-0.011711832,-0.019008944,0.15318047,0.04545177,-0.20352581,-0.22220598,-0.19248629,0.19134977,0.10024619,-0.16420825,-0.19364609,-0.14263535,-0.278854,-0.027345091,-0.19947253,-0.23825365,0.109351546,0.006096342,-0.21867748,-0.112650394,-0.19572502,-0.15492901,-0.2153378,-0.102372274,-0.09076059,-0.49743065,-0.34659562,-0.20564878,-0.14552094,-0.26013103,0.11631709,0.36061817,0.09896389,0.18077664,0.18344192,0.12193932,-0.16649517,-0.08845223,0.07576615,0.08835824,0.16217552,0.1134554,0.085941106,-0.18249692,-0.1398236,-0.2288891,-0.2916438,0.17148907,-0.3606721,0.22168434,0.10760421,-0.30923775,0.11977906,-0.24314323,0.05223266,-0.09519595,0.029555202,0.03552068,-0.29615372,-0.25086176,0.18919337,0.23195608,0.09441687,0.60625756,-0.25847128,-0.10881627,0.18745568,0.11779343,0.1772015,0.24887505,-0.057771884,-0.23382026,-0.25080654,0.19773935,-0.42127737,-0.13733079,0.0031631012,0.1629111,-0.086450934,-0.030161865,-0.05698368,-0.23310104,-0.14368035
conf_169,-0.19648989,-0.22646174,0.19752716,-0.31040415,0.12876923,-0.05097364,0.12772048,0.16176078,-0.20108645,-0.104413286,0.2074678,0.10782322,-0.1934092,0.16578196,-0.2033255,0.18484221,0.09004224,0.21223071,-0.2875654,0.104610756,0.19406672,-0.28432462,-0.11955205,-0.16870405,0.20474274,0.11898642,-0.16899495,-0.11321924,-0.25965872,0.073113665,0.22482812,-0.22649294,-0.3258079,0.23718382,-0.29310343,-0.18204597,-0.15094669,-0.1820844,-0.23413879,0.19594061,-0.03546022,-0.17271629,-0.089159034,-0.08095922,-0.19008529,-0.16342294,-0.00035293045,0.06502748,0.07561903,0.12924221,0.22331643,0.24815243,-0.14921126,-0.22834148,-0.18792605,0.12221373,0.16929524,0.16777721,-0.13399057,0.2572273,-0.12089414,-0.14941192,-0.34083182,-0.12779337,0.22211993,0.1432215,0.20418209,0.13231744,0.17925422,0.1031908,-0.25145403,-0.14754102,-0.20614168,-0.005085434,0.15669435,0.23018318,-0.1321497,0.18078159,0.14028153,0.20584203,0.19446461,-0.20224339,0.2713642,0.1333359,0.1749571,0.17953172,0.05298682,-0.19787365,-0.16399908,-0.012384814,0.2589289,-0.14582069,-0.2615109,0.34685317,0.07388951,-0.021784319,-0.29988846,0.13383736,-0.21548629,-0.05165138
conf_170,-0.1642766,-0.1095812,0.09405481,0.1244416,0.21233419,-0.12729077,0.22803357,0.17017926,-0.13580534,-0.104382396,0.08941826,0.22107023,-0.25643405,0.16427398,-0.21993901,0.17617062,0.35580933,-0.048274778,-0.028793247,0.29391453,0.13693513,-0.17288825,-0.19311145,-0.17215943,0.18452542,0.14094928,-0.24602002,-0.18699992,-0.18997546,0.2772647,0.24005134,-0.27516168,-0.14694212,0.07438011,-0.19633424,-0.20387782,-0.2147108,-0.038073815,-0.23422574,0.15258273,-0.26545024,-0.08011669,-0.1327277,-0.25318104,-0.2162863,0.088290535,-0.32121786,0.14377148,0.31687227,0.2038488,0.22699344,0.10379028,0.15284793,-0.21019112,-0.24617107,0.25608218,0.22418487,0.18295978,-0.09851902,0.051438548,-0.11706116,-0.12328631,0.022640204,-0.076156065,0.2565137,-0.16762142,0.18221101,0.19351354,0.016334115,0.19371164,-0.17456596,0.09965188,-0.17516303,-0.15758985,0.19776785,-0.3451284,0.006582328,0.24901752,0.30179957,0.10409826,0.18648845,-0.21349122,-0.098554306,0.2560312,0.26336172,0.20542762,-0.01763436,-0.1141101,-0.171504,-0.19439207,0.2089551,-0.21749625,-0.12539028,-0.13857691,0.19377512,-0.2843838,-0.29768163,-0.025552925,-0.16310215,-0.42813358
conf_171,-0.112461224,-0.16960509,0.09114904,-0.26676932,-0.07126805,-0.0037061858,0.23293228,0.08025903,-0.01140619,-0.12593059,0.050688434,0.026666218,-0.076496564,0.025511459,-0.23346263,0.28877968,0.28997093,-0.10629009,-0.17236947,0.08454242,0.32202965,-0.22885865,0.04339819,-0.1962209,0.21286952,0.17392695,-0.09209867,-0.16657378,-0.039101943,-0.32326937,0.09028635,-0.20292912,-0.17751582,0.195178,-0.19709547,-0.03528518,-0.08713843,0.0017091229,-0.061394826,-0.07355074,-0.045366563,-0.17445649,-0.007296625,-0.19769306,-0.13969149,-0.31233174,0.4468871,0.11056803,0.20884816,0.13936408,0.09350811,-0.047460545,-0.061530195,-0.15756948,-0.2659635,0.046706058,0.29662418,0.23087561,0.04377733,0.15518616,-0.18113379,-0.19869539,-0.20470129,-0.36813477,0.2211264,0.0923581,0.20071459,0.2376146,-0.1520867,0.10591062,-0.19941494,-0.3012539,-0.27274603,0.050729997,0.29743147,0.44630903,-0.3477466,0.25256032,0.32317668,0.17640322,0.308361,0.25028884,0.15181433,0.13303739,0.12646714,0.078725964,0.071000546,-0.37833625,-0.1431388,0.017832717,0.16675863,0.0010007372,-0.21059647,0.14628589,0.039240286,-0.18481778,-0.1090197,0.2649742,-0.13385886,0.08231324
conf_172,-0.127658,-0.16566555,0.03823603,-0.09062327,0.25193277,-0.06307656,0.14349811,0.25119284,-0.09797199,-0.122357175,0.030544847,0.34498504,-0.18399318,0.22436675,-0.059969477,0.23742755,0.37707505,0.25945607,-0.07970402,0.30185702,-0.1233839,-0.12079733,0.044456605,-0.22238493,0.17787875,0.12907471,-0.17333834,-0.1302701,-0.21692479,0.13463698,0.2418299,-0.28394616,0.21744125,0.057646938,-0.16060132,-0.28806207,-0.17648391,-0.25370905,-0.10967057,0.17706926,-0.18119973,-0.19558465,-0.08216771,-0.08644153,-0.18345875,-0.0722217,-0.021733053,0.1459616,0.039752875,0.18124665,0.14304025,0.09316606,0.21765193,-0.19046623,-0.17422454,0.23102891,0.24038084,0.120285735,-0.13563733,0.046661593,-0.21062618,-0.075324625,-0.07383684,-0.058934018,0.12151859,0.10233179,0.19186339,0.1297645,-0.14056234,0.1121874,-0.2809922,0.25288138,-0.14306238,-0.20184247,0.2550217,-0.08515788,-0.31412807,0.25014365,0.21889533,0.1546895,-0.10340605,0.012389567,-0.17288627,0.19263954,0.20512459,0.1780107,-0.13063344,-0.17605887,-0.060365308,-0.17356533,0.11201661,-0.12758382,-0.18321185,0.2672039,0.15487193,-0.17235336,-0.20372105,0.19612865,-0.18339661,0.14314504
conf_173,-0.0581504,-0.08601902,0.061360467,-0.03467821,0.07794101,-0.15978286,0.26265606,0.1621008,-0.10420894,-0.07195064,-0.061104547,0.29666856,-0.15742436,0.18029521,-0.15680206,0.32573563,0.14652814,0.076781124,-0.07418133,-0.15381761,0.10095759,-0.17717378,-0.024700835,-0.22320928,0.13700563,0.20323065,-0.2264157,-0.09741169,-0.17174262,-0.21394959,0.15182239,-0.20577992,-0.024473852,0.10957185,-0.10367049,-0.11205431,-0.18089876,-0.7595554,-0.2531934,0.1372785,-0.16155924,-0.25228375,-0.07408648,0.18394901,-0.1789455,-0.22896054,0.16435497,0.12731297,0.0499382,0.17918007,0.2103132,-0.034265514,0.0122230295,-0.14924109,-0.27516553,0.16492356,0.26538998,0.24989568,0.20102586,0.0915904,-0.10617199,-0.20871149,0.07004934,-0.15606897,0.15323325,0.1907063,0.2267942,0.19123478,0.027043825,0.064519554,-0.15669739,-0.037797183,-0.01152659,-0.26060072,0.095190704,0.13747862,-0.27217436,0.15957467,0.33785522,0.16060247,-0.034109693,-0.35415903,0.19937883,0.19117689,0.17454064,0.17475834,-0.13377297,-0.005093648,-0.06438825,-0.10749934,0.17403153,-0.13988021,-0.25376108,0.21710132,0.02960879,-0.17799328,-0.1995326,0.021632966,-0.17118286,0.06851386
conf_174,-0.09724654,-0.09314178,0.2899742,-0.08720443,0.22342736,0.09440485,0.2717478,0.12797417,-0.20463313,-0.06445685,0.1527934,0.29785448,-0.20570083,0.16031933,-0.22805111,0.108993344,0.018288407,0.14009225,-0.2712474,0.30602217,-0.08591019,-0.19390796,-0.1382249,-0.25117227,0.18225518,0.17270522,-0.20295447,-0.20123242,-0.14222743,0.34632522,0.17606662,-0.1510382,-0.21319063,0.0768878,-0.0081603,-0.15550308,-0.10912043,-0.40872577,-0.12669879,0.10326878,-0.19835167,-0.09953501,-0.2747002,-0.11398085,-0.15300724,-0.0974871,-0.4617588,0.19506451,0.037675202,0.12866627,0.015219888,0.18060173,-0.16801314,-0.25168872,-0.18919034,0.20479861,0.16207045,0.30296502,-0.022288313,0.27455446,-0.18500273,-0.105884835,0.016119359,-0.24782589,0.1759288,-0.12367472,0.21092543,0.24817596,0.09658664,0.15490428,-0.17314033,0.28705668,-0.021349316,-0.17637366,0.15177096,-0.3333655,-0.23802058,0.15171497,0.25372,0.21555805,0.030312074,0.06732354,-0.15251759,0.23593059,0.16186735,0.23647735,-0.25513545,-0.07559603,-0.24850193,-0.32426205,0.14706655,-0.14506383,-0.158445,0.25153637,0.05520232,-0.15776266,-0.06584585,0.17135702,-0.23901588,0.13214533
conf_175,-0.016304614,-0.14350793,0.022655042,-0.28761074,0.15833707,-0.004575404,0.33841214,0.20858826,-0.14995465,-0.084304914,0.07540048,0.19036174,-0.20060138,0.20472376,-0.19033608,0.114525065,0.28163746,0.22476603,-0.17858478,-0.11486748,0.37113127,-0.23397104,-0.21092229,-0.16219491,0.19232704,0.30306932,-0.11345495,-0.22402006,-0.15454309,-0.068529695,0.13793418,-0.25873935,-0.13544166,0.21645644,-0.18560183,-0.22320342,-0.28578722,-0.059661195,-0.12959284,0.07253278,-0.101628736,-0.22867972,-0.17609467,0.06883423,-0.16615163,-0.1405058,0.19407958,0.1063618,0.39411926,0.11481911,0.065008536,0.27571237,0.07722485,-0.15563145,-0.26760945,0.047821656,0.2107242,0.055747535,0.07818892,0.052804686,-0.12648746,-0.16409653,0.09705196,-0.0615922,0.15041079,-0.13639079,0.15552722,0.10595167,-0.08186037,0.04882932,-0.2258023,0.15534833,0.055146556,-0.26370966,0.16574451,0.39900205,-0.21189836,0.19657274,0.37217537,0.059993416,-0.07159615,-0.13342139,0.08973062,0.18951204,0.2458894,0.046030074,0.5193662,-0.20231572,0.07659491,-0.31478494,0.15439883,-0.08859927,-0.20855324,0.08079945,0.12615955,-0.11998475,-0.20243086,0.028312104,-0.044566445,-0.2009802
conf_176,-0.16970682,-0.2465183,0.3467818,0.018776627,0.14956942,-0.14878353,0.1276933,0.28761137,-0.078875124,-0.10781601,0.13142315,0.39519668,-0.18063803,0.19688192,-0.14032677,0.21054389,0.1530074,-0.17427954,-0.24431501,0.29144564,-0.1085788,-0.20425981,-0.026577156,-0.16526175,0.15953335,0.19478545,-0.09413571,-0.18273592,-0.21882781,0.09300192,-0.045272827,-0.12859449,-0.3079781,0.24979275,0.04953689,-0.107112944,-0.15051678,0.07217241,-0.2098702,0.24269322,-0.12187461,-0.06041147,-0.23132797,0.05237104,-0.1369245,-0.1304363,-0.29582447,0.2358135,0.24512513,0.13644446,0.093130074,0.29324886,0.05004559,-0.09951207,-0.17758219,0.25478417,0.103990994,0.16450323,-0.060810864,0.24303466,-0.2206487,-0.15795882,0.0015597863,-0.14905176,0.18887721,-0.18737634,0.20508097,0.2329028,-0.100394376,0.20919491,-0.2712194,0.20862053,0.016589638,-0.09266531,0.16847812,-0.24667238,-0.19816796,0.14036906,0.26422337,0.255114,0.15614605,-0.0863663,-0.16792539,0.17247298,0.14251938,0.18093072,0.07300357,-0.20404176,-0.15964767,-0.14493057,0.10404681,-0.10418277,-0.14942282,0.16751464,0.004603528,-0.14245923,-0.29343888,0.07764252,-0.2992833,-0.21843284
conf_177,-0.030195724,-0.12244593,0.18273483,-0.049589705,-0.14433594,0.19773974,0.15964508,0.17023093,-0.14411408,-0.18866235,0.3396851,0.2910706,-0.24130557,0.2308352,-0.31450874,0.22611555,0.30731857,-0.07876449,-0.22148165,0.16969098,0.21872498,-0.14224601,0.11653474,-0.2716388,0.21507204,0.37541696,-0.07664322,-0.24627559,-0.185362,-0.055322003,0.091406606,-0.22807814,-0.21264878,0.13901256,-0.25529227,-0.0528267,-0.19716963,0.0011165094,-0.20338762,0.25766915,-0.039680768,-0.05931551,-0.20677818,-0.0066935443,-0.08422173,-0.33397043,0.53479445,-0.06145973,0.3826028,0.054271054,0.139969,-0.36294276,-0.20600271,-0.15689509,-0.22166865,0.03875454,0.14621058,0.053016983,0.04393784,-0.14875735,-0.094895065,-0.26753834,-0.24262734,-0.268135,0.16368718,-0.06327506,0.15412845,0.31048277,0.28629896,0.051157918,-0.19307022,0.13799831,0.1240236,-0.12532748,0.24187368,0.18769306,-0.2669242,0.13451986,0.34990075,0.13590536,0.1325283,-0.057310876,0.31977051,0.15981391,0.14725679,0.14777191,-0.07285531,-0.20246974,-0.13688818,-0.14169084,0.07394277,-0.12987879,-0.10408615,0.118937366,0.08839406,0.0140859075,-0.16428651,-0.2288255,-0.112883694,-0.13472767
conf_178,-0.24396995,-0.19908817,0.18713436,-0.12235024,0.26066035,0.0049944445,0.30852097,0.12293954,-0.02992218,-0.09972942,0.3158177,0.32776392,-0.10800108,0.08583518,-0.27805153,0.100237854,0.35881442,0.22229992,-0.33531046,0.39330202,-0.121836394,-0.038837165,-0.24084757,-0.09881551,0.102556445,0.29969105,-0.111198716,-0.22674242,-0.06528891,-0.09558736,-0.10528915,-0.18235442,-0.113218285,0.42068753,0.08556685,-0.22521451,-0.16157687,-0.062037546,-0.17113967,0.23058519,0.05715762,-0.13172819,-0.25680944,-0.03553195,-0.19209486,-0.17605944,-0.48927134,0.14812458,0.11430669,0.27895954,0.0978541,0.17872788,0.16351509,-0.19322388,-0.18472092,0.13645498,0.25544125,0.06414352,-0.35923228,0.032577157,-0.09680992,-0.026259733,0.08734038,-0.3754773,0.15809377,-0.26407123,0.14556257,0.15741763,-0.17139055,0.074195996,-0.2407718,0.17916909,0.13565198,-0.09613701,0.20315391,-0.17483598,-0.27217254,0.17873,0.22485872,0.1741078,0.29388955,-0.112679705,-0.245961,0.10156933,0.15033922,0.12708311,0.15571761,-0.117532276,-0.25104806,-0.0574859,0.08929437,-0.16653003,-0.17669831,0.06550997,0.12128097,-0.27589825,-0.09675656,0.23774259,-0.16090979,0.10005662
conf_179,-0.19474839,-0.12673725,0.049100723,-0.027515609,-0.15116762,-0.13761467,0.020060636,0.21609749,-0.26642436,-0.08693855,0.018515643,0.09725212,-0.22520712,0.15743195,-0.10929825,0.1587549,0.28906152,0.22772951,-0.30689263,-0.2402116,0.18654446,-0.24193451,0.08244534,-0.20198496,0.17994455,0.18158108,-0.19271752,-0.09494148,-0.21517786,-0.0014015723,0.30297348,-0.27377427,-0.29633722,0.15024374,-0.25254643,-0.21597888,-0.22504018,0.28802085,-0.18837002,0.25376752,-0.052879695,-0.13235183,-0.21545483,-0.061590895,-0.19772597,-0.13004234,0.057652302,0.16809545,0.21391597,0.053621545,0.049435433,0.098683424,-0.005719913,-0.09918151,-0.31941247,0.08683721,0.20031875,0.1011005,-0.21190509,0.024126105,-0.134861,-0.22259721,-0.21605428,-0.36863425,0.23308827,-0.12517978,0.09922779,0.05667763,0.08293136,0.19940308,-0.2387818,-0.1868927,0.012047805,-0.2392565,0.13863051,0.18933944,-0.30497545,0.14876379,0.08540602,0.17633978,0.17293426,-0.32229912,0.07746504,0.23059773,0.16342889,0.06061792,0.10540439,-0.0762437,-0.24212712,-0.20706435,0.2975283,-0.20598915,-0.17916372,0.19835138,0.14666112,0.05195257,-0.40684286,0.00419526,-0.22859545,0.24786526
