problem,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,p_50,p_51,p_52,p_53,p_54,p_55,p_56,p_57,p_58,p_59,p_60,p_61,p_62,p_63,p_64,p_65,p_66,p_67,p_68,p_69,p_70,p_71,p_72,p_73,p_74,p_75,p_76,p_77,p_78,p_79,p_80,p_81,p_82,p_83,p_84,p_85,p_86,p_87,p_88,p_89,p_90,p_91,p_92,p_93,p_94,p_95,p_96,p_97,p_98,p_99
f5_i1,0.2920587,-0.11752821,0.03127996,-0.21995649,-0.24405876,0.29507318,-0.23022918,-0.2897296,0.22303948,-0.23430684,0.22284791,-0.18212011,0.1579941,-0.1914861,0.20695941,-0.19541322,-0.24577627,0.3029967,0.5123486,0.14117582,-0.19411884,0.48537254,-0.30886075,0.20114543,-0.24035232,0.47408956,0.19510831,0.24931023,0.30442962,0.19199787,0.12911654,-0.025836842,0.22305721,0.27821738,0.31426373,0.19506058,-0.006613641,-0.15739578,0.19840656,-0.23579748,-0.102041826,0.19977547,0.18750112,-0.24568777,0.19298337,0.1586748,0.2431052,0.15795073,-0.30805823,0.25447914,-0.25602892,0.04779497,0.27553064,-0.19124651,0.12988488,0.13133562,-0.12905626,-0.09799799,-0.25191,0.20630774,0.2395088,-0.21075688,-0.1850871,-0.23366842,-0.20317815,-0.08780781,-0.28375828,-0.3672957,-0.23699656,0.2866574,0.28104937,0.4472159,0.29889038,0.09592169,-0.21220544,0.10802292,0.14854021,-0.1288023,-0.13095656,0.16444826,0.22834681,-0.3018854,0.51198375,-0.22409669,-0.121915996,-0.039444424,-0.22428726,0.2340588,-0.1687283,0.2567383,-0.23424797,0.2597385,-0.45236626,-0.50137585,0.1299645,-0.24678512,-0.09979075,0.20937823,0.26174748,0.14790632
f5_i2,0.16737632,-0.097702526,-0.024836555,-0.23037796,-0.11415436,0.25856015,-0.27003163,-0.28415388,0.26006857,-0.16828166,0.17189078,-0.21987028,0.17237243,-0.16232687,0.14670329,-0.134454,-0.19597949,0.23685572,0.28997645,0.15052348,-0.2093161,0.44018188,-0.37829658,0.21428834,-0.29152602,0.36409283,0.31109738,0.06592519,0.24766886,0.2908217,0.14967525,-0.27614492,0.2646749,0.39232612,0.2512514,0.14651969,-0.024734912,0.042790238,0.27273172,-0.22916347,-0.12816161,0.23950031,0.22611378,-0.25001052,0.13311183,0.18861765,0.16061102,0.045371436,-0.23601449,0.3363199,-0.22278725,0.016003119,0.118409745,0.025265299,0.14345086,0.20700899,-0.21019253,-0.1683045,-0.07452781,0.22765149,0.13581891,-0.14038672,-0.12656681,-0.034999657,-0.12958421,0.029379532,-0.30159009,-0.34544352,-0.3000378,0.2189273,0.12533413,0.38942647,0.37878123,0.067708135,-0.27652138,0.02362643,0.22489029,-0.15617672,-0.17578977,0.11912332,0.120838955,-0.3155358,0.49467608,-0.20471069,-0.09530628,-0.0784736,-0.13290423,0.041879926,-0.21864949,0.27737787,-0.27910954,0.3054004,-0.37992692,-0.35796338,0.1785007,-0.30012068,-0.237547,0.2609581,0.38356978,0.08712871
f5_i3,0.13454548,-0.09164057,0.07286358,-0.27884302,-0.15816267,0.14568464,-0.22123936,-0.16964296,0.20887761,-0.25889462,0.22310524,-0.17123224,0.048065186,-0.25095096,0.27383563,-0.21605457,-0.26470664,0.36644343,0.46447733,0.20529953,-0.20979564,0.47216055,-0.38771456,0.18258339,-0.24190661,0.3521426,0.25679258,0.057020057,0.22410698,0.22693738,0.21436124,-0.24132958,0.2725743,0.32861668,0.30258495,0.1710182,0.06345767,-0.018439077,0.20592383,-0.20000501,-0.16436301,0.2417944,0.217353,-0.22716191,0.16541363,0.21099949,0.111414015,-0.014152638,-0.23983546,0.26646912,-0.16772558,0.09925223,0.06978986,-0.051516023,0.11436794,0.2284267,-0.24485235,-0.09756059,-0.17393954,0.21342129,0.14655225,-0.09543651,-0.082192734,-0.21037856,-0.11215885,-0.05677379,-0.24055181,-0.4245922,-0.3329318,0.30263394,0.20425019,0.39189932,0.3653555,0.16442566,-0.17198972,-0.020108478,0.14440209,-0.18792222,-0.21322867,0.1286309,0.15680997,-0.3166642,0.39727798,-0.14616752,0.047148157,-0.09312741,-0.13446026,0.19348122,-0.27376634,0.34424552,-0.20491768,0.258526,-0.42111224,-0.47923046,0.084054545,-0.15809716,-0.15089218,0.16436282,0.38707018,0.066215955
f5_i4,0.15586981,-0.14188555,0.2368345,-0.19667594,-0.26450542,0.10244911,-0.3185301,-0.15152691,0.21460588,-0.2472339,0.27051067,-0.28084606,0.11091621,-0.23735483,0.25073344,-0.17510189,-0.18714899,0.3124216,0.5425605,0.19754878,-0.18454096,0.39541775,-0.27391064,0.14810084,-0.254805,0.41186705,0.15438071,0.18662974,0.28683668,0.21750224,0.22660476,-0.12976708,0.25187826,0.31519455,0.27595368,0.11364564,0.06395744,-0.1874065,0.15499397,-0.10051856,-0.17440756,0.17149472,0.28221828,-0.3107412,0.092409976,0.19285215,0.071442775,-0.077400595,-0.32716525,0.2684833,-0.25178322,0.059686117,0.2998666,-0.047948234,0.0015423445,0.16954455,-0.2246281,-0.06500867,-0.121369585,0.27069587,0.21608521,-0.2420195,-0.1408604,-0.22966884,-0.09740824,0.040459283,-0.2334537,-0.37223288,-0.2582973,0.21062174,0.2591825,0.47897103,0.36042762,0.23791379,-0.120151766,0.016252477,0.23010568,-0.14761756,-0.2998116,0.25470662,0.11768575,-0.34659934,0.49634123,-0.19945844,0.03089153,-0.15156302,-0.14783081,0.13748813,-0.15802118,0.3602517,-0.19898799,0.19378245,-0.39925542,-0.3562385,0.106194295,-0.28124058,-0.118301965,0.18154056,0.38766274,0.072835654
f5_i5,0.23674358,-0.17774808,0.13099006,-0.26758307,-0.25558144,0.15973686,-0.32768154,-0.13693792,0.24669895,-0.22423844,0.24352573,-0.2773656,0.21900102,-0.18847716,0.27202472,-0.13401437,-0.25467822,0.32144308,0.47104546,0.2514055,-0.18729383,0.46976978,-0.20452045,0.27660975,-0.1355035,0.29143333,0.21085212,0.18986712,0.12947431,0.10724275,0.2017787,-0.08116914,0.31147915,0.36461824,0.41930035,0.15208052,0.11350538,0.019960083,0.1735707,-0.09126314,-0.20465416,0.31050062,0.23896834,-0.26693627,0.25761792,0.29844162,0.20750767,0.051571313,-0.15461735,0.17166996,-0.1593998,0.021234395,0.18841861,-0.016298108,0.1019701,0.27268007,-0.21912463,-0.16501829,-0.23880449,0.24530536,0.23046084,-0.061546747,-0.09651778,-0.27683964,-0.16077535,-0.06766748,-0.30843884,-0.34719694,-0.19110017,0.17957596,0.29878804,0.50518143,0.48766276,0.20603035,-0.2232519,-0.034919046,0.13703813,-0.1940357,-0.24346383,0.039180044,0.29004702,-0.3332998,0.3499085,-0.24660364,-0.11508016,-0.14376043,-0.15303576,0.12016823,-0.18230112,0.22446756,-0.12539572,0.17232575,-0.38687557,-0.45499226,0.056536768,-0.24921687,-0.12283741,0.21308886,0.30262828,0.13395698
f6_i1,0.23685662,-0.24019352,0.2218402,-0.14503464,-0.29064727,0.18055303,-0.20594269,-0.20592007,0.12540744,-0.091303706,0.18983142,-0.22906907,0.16359483,-0.20298958,0.12765895,-0.28349176,-0.27390987,0.23561174,-0.04258805,0.18758158,-0.21841584,-0.28876236,-0.15130183,0.22311161,-0.19923219,0.20154655,0.111631505,0.15960947,0.1665926,0.24630095,0.23825026,-0.19951104,0.12724583,0.20541878,0.251063,0.25771546,0.13663156,0.32585946,0.10844601,-0.14705639,-0.16592377,0.279807,0.26082954,-0.26802948,0.16276236,0.1808541,0.25772515,0.21165146,-0.2550048,0.11820653,-0.12904426,0.28768894,0.17965616,0.25521663,0.19084764,0.1578869,-0.15047869,-0.23430422,-0.20522608,0.2583138,0.2116235,0.25208426,-0.1957773,-0.1507602,-0.2213433,-0.25618908,-0.12591892,0.18544622,-0.23534097,0.031307753,0.19986348,0.17943433,-0.022871178,-0.14663158,-0.18743226,0.14284019,0.17888682,-0.1689287,-0.20362663,0.1793557,0.0861764,-0.26466268,0.027641986,-0.13792773,0.3245259,-0.20187162,-0.1847368,0.12643196,-0.19195491,-0.029790247,-0.20543952,0.2207318,-0.008460557,0.27158275,0.22159271,-0.17677872,-0.23438771,0.17252484,0.18416423,0.17897007
f6_i2,0.23070075,-0.1668321,0.2301263,-0.19390656,-0.24107137,0.16644499,-0.2688967,-0.2173809,0.18912128,-0.20606308,0.1705757,-0.14483535,0.20167384,-0.18229051,0.21207589,-0.26067463,-0.117123485,0.15475927,-0.13962288,0.19774503,-0.08448635,-0.18004087,-0.1953369,0.2646791,-0.21129546,0.16236241,0.26120096,0.1511409,0.057022054,0.21743046,0.3101747,-0.13093568,0.142324,-0.025463626,0.24059261,0.0982372,0.14575502,0.22687794,0.093021266,-0.16210245,-0.22392574,0.19280215,0.20879361,-0.22966662,0.15397653,0.15119879,0.13762112,0.22002017,-0.25360906,0.11004814,-0.16439186,0.22052784,0.23475486,0.06845618,0.22236963,0.15365809,-0.25527942,-0.17033735,-0.27082646,0.1981811,0.19827114,0.18373387,-0.2304667,-0.1001888,-0.26085758,-0.28197184,-0.22537085,0.34018955,-0.10687363,0.24958892,0.10401652,0.16593452,-0.30461425,-0.19919117,-0.18868336,0.16454282,0.25772083,-0.2800205,-0.16220596,0.22117819,-0.09453873,-0.34474933,-0.018436104,-0.26128834,0.14530951,-0.22958131,-0.09161389,0.19528984,-0.16661653,0.18563354,-0.253602,0.17634805,0.016119933,0.26544487,0.16967279,-0.21598388,-0.15663171,0.30177325,0.2215562,0.2750154
f6_i3,0.13486083,-0.20604292,0.34589657,-0.28289884,-0.25937304,0.11752425,-0.25999174,-0.22538805,0.28259477,-0.26024202,0.24818689,-0.27016392,0.17439301,-0.24435318,0.11764491,-0.17644146,-0.30365714,0.2798076,-0.13855144,0.18025994,-0.1317908,-0.19220273,-0.22840337,0.17741115,-0.24404934,0.27808908,-0.05093899,0.25400573,0.25944427,0.19138275,0.24219203,-0.1934372,0.14132078,0.060200628,0.22763251,0.29999048,0.13273652,0.23162748,0.1836971,-0.15918699,-0.19805695,0.15666547,0.2098354,-0.18667011,0.17179094,0.15843527,0.1822014,0.16071185,-0.13311559,0.05707907,-0.16261154,0.2147244,0.1041543,0.12434527,0.12537695,0.22924381,-0.22209495,-0.14880107,-0.14610885,-0.0109974835,0.21749137,0.22913532,-0.22518516,-0.13229574,-0.24108374,-0.16204587,-0.17842908,0.10895073,-0.19625437,0.1326078,0.26823992,0.19566593,0.03441602,-0.27048197,-0.2240795,0.08593192,0.23469451,-0.17666382,-0.17895813,0.23439479,0.05956808,-0.21105558,0.1284817,-0.12852356,0.2519075,-0.22382052,-0.13450088,0.15069643,-0.11307115,0.13752848,-0.17437193,0.15284887,-0.034434702,0.17565396,0.22868976,-0.16448712,-0.32435617,0.20898584,0.3102204,0.24607316
f6_i4,0.24661583,-0.2871173,0.16617566,-0.26847932,-0.1367736,0.20588216,-0.21085903,-0.16298911,0.23383436,-0.24091384,0.19226655,-0.22922924,0.1634742,-0.18292738,0.25511023,-0.17289068,-0.2367032,0.27213714,-0.04759711,0.19594412,-0.1196294,-0.19826464,-0.14110053,0.15080236,-0.20104726,0.21641281,0.11525888,0.24431102,0.24048218,0.18830931,0.2619247,-0.1753923,0.17746723,0.16244909,0.107809484,0.18269545,0.24639313,0.20529635,0.17129304,-0.23521379,-0.14109235,0.26112756,0.20140116,-0.16824618,0.14650412,0.21850565,0.14740016,0.10464309,-0.18865421,0.13721007,-0.21678294,0.14650624,0.26506674,0.044543758,0.16551018,0.078436665,-0.31790754,-0.13604592,-0.24932279,0.0014780808,0.1796657,0.1860207,-0.22426657,-0.16629836,-0.1491739,-0.16824105,-0.157478,0.16726398,-0.18990488,0.19167447,0.24621493,0.23408845,-0.2705657,-0.11968836,-0.21757695,0.22941136,0.19505909,-0.27171826,-0.25263128,0.22787032,-0.0124556655,-0.28203216,0.010513815,-0.22996296,0.11200573,-0.17244096,-0.20946047,0.14977206,-0.15821481,0.10003698,-0.10863176,0.16076928,0.060343474,0.08371557,0.16732417,-0.22916193,-0.25840455,0.169642,0.20434514,0.13598433
f6_i5,0.14594625,-0.16107258,0.22620933,-0.16141017,-0.23132989,0.17687677,-0.23210315,-0.18080722,0.1597489,-0.17071949,0.20727678,-0.25205812,0.23875017,-0.15974024,0.13110232,-0.29954144,-0.25558236,0.2124816,-0.14158072,0.162128,-0.20526022,-0.17212175,-0.2875204,0.2872043,-0.22256394,0.18884808,0.057610605,0.21441549,0.11452799,0.11223292,0.25369653,-0.13317263,0.16537574,0.03328711,0.10082025,0.1727384,0.09231422,0.17173097,0.23435898,-0.1787932,-0.24459559,0.111383356,0.16804768,-0.20817748,0.16823302,0.07743432,0.32750177,0.036129627,-0.26397142,0.2686787,-0.096369006,0.16857581,0.090512134,0.035281546,0.1942491,0.12869696,-0.16853344,-0.18380192,-0.1074969,0.097637095,0.15255688,0.27634525,-0.15544,-0.25467852,-0.30658478,-0.28618604,-0.11571053,0.20872694,-0.10617935,0.21875499,0.058727898,0.18313248,-0.002223558,-0.25314322,-0.21373254,0.20375372,0.19381197,-0.11024788,-0.1380238,0.20871213,-0.29525158,-0.26194555,0.31949115,-0.23054658,0.24250187,-0.23910208,-0.16071948,0.26269615,-0.18058349,-0.106064394,-0.26025063,0.24229817,-0.08540696,0.23279993,0.28101093,-0.123533994,-0.24204409,0.17138632,0.14197093,0.21977729
f7_i1,0.20384678,-0.20694087,0.13916697,-0.28089762,-0.17123254,0.14450973,-0.25892597,-0.10751492,0.17943454,-0.22346634,0.16877933,-0.2720698,0.1904123,-0.24558207,0.23057932,-0.20329504,-0.097203285,0.22963662,-0.004858617,0.23989336,-0.16603006,-0.28803363,-0.044830706,0.22128767,-0.106619395,0.13224773,0.17121874,0.15142018,0.14973094,0.22946201,0.2046594,-0.1316085,0.11612803,0.20021328,0.23941426,0.2143084,0.17152448,0.26980543,0.1131636,-0.19228818,-0.1822395,0.19366138,0.30210713,-0.21120638,0.2541124,0.18332325,0.2697454,0.038327903,-0.2170737,0.25220978,-0.14780316,0.2058767,0.05607285,0.054903843,0.23790441,0.2195409,-0.102816485,-0.17053777,-0.15091793,0.1610843,0.15198222,0.1816039,-0.22166276,-0.050699964,-0.14675468,-0.27358115,-0.23713267,0.07147161,-0.13396285,0.085074954,0.18120207,0.10716329,-0.253985,-0.14928035,-0.10800318,0.15973057,0.19803233,-0.15491703,-0.20906715,0.18141222,0.29204074,-0.2359328,0.11098444,-0.19919398,0.2866218,-0.17863172,-0.105780214,0.1680895,-0.16032134,0.114537805,-0.15250805,0.12551276,0.047499217,0.13290837,0.13938549,-0.22817287,-0.13691524,0.17226095,0.247535,0.19396667
f7_i2,0.23217282,-0.2197507,0.051628005,-0.1898333,-0.1984875,0.13182299,-0.12980191,-0.25080246,0.15499999,-0.17537422,0.086228274,-0.19543791,0.17437185,-0.2349541,0.21193317,-0.18133265,-0.18057048,0.27086887,-0.10796948,0.20772056,-0.23116001,-0.3108217,-0.20084904,0.2021848,-0.16364212,0.108345956,0.018835718,0.2502298,0.14707129,0.28165486,0.1469855,-0.19736055,0.30398536,0.086595684,0.21051805,0.2426399,0.17091879,0.06810046,0.23526666,-0.17133324,-0.13727093,0.16007367,0.25400138,-0.22748624,0.16261382,0.27621788,0.27444404,0.15113,-0.17211755,0.2183091,-0.16481565,0.1806504,0.110234484,0.18478982,0.2539996,0.14709355,-0.28198177,-0.27160308,-0.23917603,-0.062301878,0.22270536,0.19418436,-0.18883806,-0.2500862,-0.10027378,-0.32381585,-0.19918741,0.06309204,-0.23269053,0.13409589,0.123734355,0.110556975,-0.1578882,-0.21589682,-0.15173033,0.31982052,0.2017786,-0.16745278,-0.17277898,0.13293922,0.41139817,-0.22844903,0.21964376,-0.17594753,0.22093795,-0.13142051,-0.24976003,0.2134177,-0.16376358,-0.0028632164,-0.2172098,0.16426237,-0.03125297,0.13223176,0.18015893,-0.24448967,-0.27285644,0.24215887,0.23060828,0.11480166
f7_i3,0.10108387,-0.18874925,0.267941,-0.13245337,-0.104788885,0.072083816,-0.29848492,-0.20490848,0.13319272,-0.22714783,0.1919913,-0.20099817,0.2433745,-0.1404465,0.20454216,-0.22124587,-0.2742507,0.19884022,0.18449305,0.21914615,-0.1741007,-0.12133398,-0.2269736,0.21533364,-0.1781585,0.24668881,-0.031283192,0.22560674,0.15308318,0.20381962,0.17763019,-0.10774884,0.1620364,0.116545565,0.14765255,0.19850764,0.03487956,0.10145378,0.1913138,-0.16876413,-0.13796714,0.26571953,0.19361056,-0.2159734,0.16878954,0.235232,0.118045524,0.1726635,-0.22395499,0.13376188,-0.14082761,0.22960451,0.14561355,0.13253437,0.30496892,0.14404261,-0.25968906,-0.21820468,-0.14490996,-0.12350672,0.23817825,0.1256703,-0.21257085,-0.29602632,-0.24530931,-0.28734365,-0.21795397,0.17635761,-0.17402229,0.12335296,0.1873756,0.1293815,0.16572398,-0.22600889,-0.2260615,0.14060865,0.2907765,-0.027601926,-0.09839753,0.13966224,-0.23968358,-0.24568541,-0.09313947,-0.20699519,0.2430984,-0.15812337,-0.1930726,0.24625443,-0.22331488,-0.017153941,-0.22601782,0.07150076,0.13495114,0.23767668,0.24812037,-0.25508854,-0.21853876,0.19174816,0.19350447,0.18129294
f7_i4,0.2726318,-0.115144916,0.32774615,-0.21775979,-0.12210136,0.09256796,-0.273982,-0.21043694,0.16737653,-0.1419082,0.20014322,-0.12261786,0.19421415,-0.19478506,0.24840978,-0.23375267,-0.23235118,0.118128404,-0.11764216,0.20416792,-0.12917796,-0.21065363,-0.19643022,0.19985257,-0.20930915,0.13104491,0.18573835,0.26849458,0.22202311,0.20518029,0.3039644,-0.3021819,0.24487458,0.16930445,0.19937691,0.19204557,0.14243205,0.15988222,0.13123947,-0.2879679,-0.17219605,0.11687928,0.17358609,-0.17106345,0.19503841,0.17653492,0.23666595,0.17530063,-0.1897623,0.21214637,-0.24362099,0.2182098,0.010795896,0.1794144,0.20802923,0.24269834,-0.20353083,-0.20863281,-0.20727511,0.20723812,0.16810073,0.132603,-0.30051747,-0.1222121,-0.196653,-0.2667556,-0.19408606,0.09167725,-0.17106846,0.18389806,0.13468981,0.24409363,-0.17078789,-0.16477495,-0.1614644,0.183077,0.21747833,-0.2494437,-0.17596948,0.07501646,-0.17666863,-0.27205893,0.14449403,-0.16089265,0.16907477,-0.18861786,-0.22619519,0.11342305,-0.19981538,-0.0007197964,-0.11690545,0.17918144,-0.01626927,0.13873066,0.18600698,-0.27070832,-0.21547873,0.06597121,0.24043344,0.12755056
f7_i5,0.121243276,-0.18204387,0.251121,-0.18363164,-0.20163311,0.25678307,-0.24657087,-0.16766903,0.18584317,-0.20600653,0.15112929,-0.26492384,0.14547719,-0.25865287,0.17149821,-0.28344083,-0.26596048,0.17208147,0.106067725,0.25208142,-0.16740918,-0.14562967,-0.27845487,0.23361386,-0.16806586,0.18234833,0.11387304,0.17048587,0.12281857,0.1087013,0.07273228,-0.2533281,0.18806611,0.18580721,0.11470904,0.24939418,0.20659618,0.14365639,0.26305875,-0.19556749,-0.15488201,0.17844391,0.1641448,-0.076184034,0.20746535,0.24776573,0.27466792,0.16544247,-0.2341755,0.26051128,-0.14621373,0.18931857,0.20300034,0.032471675,0.22004327,0.23586382,-0.19870651,-0.22417094,-0.1554189,0.15431567,0.24662666,0.13960604,-0.20910645,-0.18591607,-0.19532628,-0.16365783,-0.23365761,-0.06421977,-0.15004554,0.09314617,0.19195874,0.17715806,0.20391013,-0.19798522,-0.18757218,0.28840348,0.26355255,-0.13554968,-0.21124452,0.20062706,-0.11797235,-0.15222742,-0.111523405,-0.13281956,0.21484296,-0.14918815,-0.18958162,0.1855254,-0.2304984,0.074602164,-0.19680353,0.19637538,0.061302762,0.2718611,0.27517337,-0.27638647,-0.19951083,0.18189731,0.21473636,0.20081182
f8_i1,0.22303241,-0.23124982,0.1827586,-0.17554428,-0.25645664,0.2766831,-0.30287126,-0.18936133,0.1676136,-0.24563263,0.10983637,-0.24494363,0.16607955,-0.27207792,0.24217184,-0.25560123,-0.1766519,0.2214618,0.092310406,0.2905005,-0.24701583,-0.37487662,-0.064849384,0.19165917,-0.17406698,0.12038878,-0.03555714,0.28266916,0.20848057,0.18721993,0.22935362,-0.21397734,0.19412173,0.15568542,0.18649103,0.1819674,0.16602519,0.13338839,0.24005859,-0.118725315,-0.08692207,0.18144388,0.23963177,-0.21043816,0.14513966,0.22222108,0.17221867,0.10352355,-0.23384422,0.2597464,-0.27129498,0.17312615,0.32633716,0.16019551,0.28176045,0.18929937,-0.15205692,-0.17339323,-0.21222115,0.21716547,0.31301305,0.21494472,-0.15996064,-0.24496682,-0.22546305,-0.2186263,-0.23203258,0.25493142,-0.1916251,0.16786477,0.1496188,0.11210389,0.013491128,-0.16736762,-0.23637718,0.24977458,0.2455704,-0.28196618,-0.19295594,0.16633737,0.05513788,-0.19676252,0.1234497,-0.23800717,0.21417941,-0.2245984,-0.23525742,0.13937443,-0.24201357,-0.22809146,-0.26585275,0.18423519,0.11053905,0.1480941,0.212858,-0.2748308,-0.19268648,0.19035856,0.17040631,0.25403473
f8_i2,0.19270061,-0.16310877,0.14604497,-0.14965943,-0.1777973,0.25424865,-0.1909159,-0.117966466,0.116904326,-0.25383982,0.08354952,-0.20069043,0.14688452,-0.25735977,0.23353992,-0.20023263,-0.16402842,0.20652103,0.011032327,0.10330436,-0.22770774,-0.25278717,-0.279189,0.17823645,-0.26190382,0.107048675,0.21376812,0.1997007,0.19851428,0.22897892,0.22846992,-0.21136914,0.18861206,0.08893633,0.26621127,0.16745344,0.042142488,0.2291332,0.16509716,-0.22738583,-0.11599175,0.2116126,0.21422206,-0.2177352,0.15983543,0.24812765,0.18948576,0.1545358,-0.31219277,0.20066,-0.2266938,0.2998828,0.17997512,0.19013146,0.26066852,0.12831713,-0.1714197,-0.21586654,-0.24401754,0.01555051,0.26891023,0.19078702,-0.23908822,-0.11214434,-0.2382212,-0.23067006,-0.25629523,0.13583007,-0.2240445,0.1684358,0.1350543,0.11901541,-0.27680022,-0.18188633,-0.2390559,0.16884908,0.2538809,-0.182422,-0.09923862,0.22233137,0.21285304,-0.22864312,-0.03417729,-0.21767576,0.13175072,-0.18036237,-0.146262,0.18341367,-0.102204144,-0.0925568,-0.10400191,0.19836047,0.17171699,0.09907098,0.18399578,-0.27470452,-0.27144632,0.17198765,0.25284418,0.30806002
f8_i3,0.19197205,-0.088850476,0.038862523,-0.21701317,-0.2809262,0.25124788,-0.278982,-0.13477704,0.22325751,-0.12083641,0.15117428,-0.18383989,0.17296624,-0.23596326,0.3011736,-0.1956208,-0.2611332,0.16187808,0.30942297,0.10748899,-0.23037776,-0.21046056,-0.20747618,0.18576106,-0.118039556,0.1124501,0.23643035,0.18282814,0.26921833,0.18627961,0.14473267,-0.20359573,0.038461942,0.041878715,0.1603619,0.20150782,0.15076841,0.31607398,0.24150385,-0.1708141,-0.21012504,0.1764502,0.11511146,-0.18124256,0.25676495,0.18426831,0.23077469,0.23100609,-0.2583066,0.22606008,-0.19092451,0.1653741,0.30209693,0.22854976,0.15942158,0.23217602,-0.13558517,-0.15657148,-0.15202682,0.25663844,0.15047418,0.32814083,-0.29781076,-0.05360045,-0.27606094,-0.25466794,-0.20305659,0.19725928,-0.2719913,0.21067445,0.11888302,0.18193515,-0.0209385,-0.16699028,-0.10688735,0.08629144,0.20591354,-0.20228188,-0.16201423,0.27091014,0.28375858,-0.2824771,-0.41435212,-0.22734757,0.049945243,-0.22983311,-0.1360338,0.046386003,-0.27510044,-0.025142385,-0.20497444,0.20868747,0.20826446,0.19214056,0.17254731,-0.23285021,-0.22206786,0.19880125,0.18505995,0.26205978
f8_i4,0.19685242,-0.06663148,0.21789789,-0.12883759,-0.14247233,0.18301636,-0.22091576,-0.31176662,0.25711942,-0.2244135,0.09673357,-0.20552573,0.25422361,-0.2579695,0.29878265,-0.117552415,-0.15465222,0.2299091,-0.19603686,0.2032516,-0.21106516,-0.3030287,-0.2504029,0.121583335,-0.16058056,0.029193157,0.11968665,0.20299993,0.1530897,0.10788914,0.17310327,-0.2888587,0.1448836,0.17117251,0.26906297,0.07657009,0.19663918,0.26686114,0.27671048,-0.23783135,-0.17050011,0.16807652,0.2560226,-0.19711071,0.20563327,0.19403876,0.29708079,0.17182222,-0.10239618,0.22477758,-0.23745298,0.21925907,0.18799596,0.3157833,0.23076978,0.14422493,-0.12961392,-0.08475083,-0.17271003,0.16103505,0.22440024,0.2401683,-0.25328526,-0.18316506,-0.16125019,-0.13559297,-0.26245657,0.13109043,-0.1945436,0.1756281,0.14194612,0.23473094,-0.10559013,-0.17132297,-0.16975363,0.18616828,0.15072185,-0.144256,-0.15415472,0.17577474,0.13240618,-0.21582268,-0.015672639,-0.21721524,0.10793892,-0.19589756,-0.22789164,0.1623618,-0.15641755,0.2884834,-0.13484374,0.20231852,-0.08803618,0.10038735,0.22588827,-0.19892476,-0.20444281,0.16448821,0.3084056,0.10328362
f8_i5,0.16953546,-0.15955234,0.10848491,-0.14153108,-0.22591443,0.2736097,-0.25805688,-0.16708884,0.13015333,-0.16150257,0.19897546,-0.21624143,0.2909206,-0.14932437,0.156844,-0.31762525,-0.16200265,0.23851578,0.14374767,0.26176885,-0.24837221,-0.36509916,-0.2505231,0.16487873,-0.107639976,0.18008186,0.18001884,0.12834857,0.22831886,0.12984614,0.19078328,-0.3167975,0.17047882,0.20172392,0.17918865,0.24410152,0.16181684,0.15632473,0.17555374,-0.1843847,-0.17984375,0.23634897,0.26428714,-0.25643885,0.18035862,0.21202417,0.17732155,0.062276732,-0.22927634,0.21722063,-0.2604845,0.2092478,0.31256095,0.18470459,0.1433946,0.10263112,-0.23785108,-0.20808686,-0.12700132,0.12331753,0.2030826,0.19258343,-0.22095835,-0.11179269,-0.10509941,-0.13402714,-0.17164822,0.06070109,-0.2430714,0.14351511,0.15296194,0.10913806,-0.08431112,-0.2194235,-0.23708034,0.1792772,0.23225631,-0.15869546,-0.13090093,0.13119176,-0.08216793,-0.18669334,-0.313559,-0.2498199,0.21511917,-0.16182326,-0.18914859,0.28253174,-0.18280974,-0.1556248,-0.24726732,0.14503488,-0.06872194,0.08165395,0.14299028,-0.2065793,-0.26841965,0.14078826,0.1931298,0.16990736
