conf,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18,c_19,c_20,c_21,c_22,c_23,c_24,c_25,c_26,c_27,c_28,c_29,c_30,c_31,c_32,c_33,c_34,c_35,c_36,c_37,c_38,c_39,c_40,c_41,c_42,c_43,c_44,c_45,c_46,c_47,c_48,c_49,c_50,c_51,c_52,c_53,c_54,c_55,c_56,c_57,c_58,c_59,c_60,c_61,c_62,c_63,c_64,c_65,c_66,c_67,c_68,c_69,c_70,c_71,c_72,c_73,c_74,c_75,c_76,c_77,c_78,c_79,c_80,c_81,c_82,c_83,c_84,c_85,c_86,c_87,c_88,c_89,c_90,c_91,c_92,c_93,c_94,c_95,c_96,c_97,c_98,c_99
conf_121,-0.010391284,-0.09215671,0.11217254,0.13402015,0.13719238,-0.024177248,0.2943238,0.092181645,-0.10476767,-0.07907987,0.0988073,0.057730164,-0.07697768,0.093199305,-0.17582083,0.15853597,0.06774605,-0.11527722,-0.16622698,0.025885787,0.17937794,-0.19077037,0.14341956,-0.11203978,0.17957355,0.086992525,-0.06652219,-0.21043356,-0.12334966,-0.056868404,0.076626435,-0.10805744,-0.1634154,0.25916654,-0.04466769,-0.114869505,-0.043844767,-0.156161,-0.13602193,0.19092739,-0.10166472,-0.117965296,-0.056756414,0.1555361,-0.16571407,-0.23431444,-0.06440885,0.08333235,0.1971674,0.118610434,0.06124599,0.01559507,-0.03722257,-0.19538149,-0.1575093,0.061753664,0.18472475,0.12559089,-0.013168776,0.17163499,-0.11438309,-0.18974131,-0.14796728,-0.12188008,0.18002239,-0.10867773,0.25753298,0.20588504,-0.12374294,0.081320785,-0.14541517,-0.38201123,0.04801024,-0.14674684,0.22849219,0.14823426,-0.105473146,0.04214709,0.22311419,0.12630424,0.071258284,-0.20030291,-0.13319303,0.10713645,0.09743897,0.21607693,0.0026270484,-0.21625629,0.013835081,-0.112885304,0.103596166,-0.21168144,-0.21837138,0.27006474,0.056670424,-0.046513207,-0.13221666,0.10677663,0.019172393,0.051927123
conf_122,-0.15270033,-0.13379261,0.23050597,0.14800623,0.12874416,0.079327025,0.22542608,0.18712713,-0.10605373,-0.054237816,0.14818242,0.20299134,-0.088180825,0.1840732,-0.04515475,0.200425,0.058094315,0.0856467,-0.15028872,0.08865612,-0.1488664,-0.22178055,0.047689106,-0.1044771,0.17427088,0.26817924,-0.08467602,-0.17408776,-0.1872068,-0.023910943,-0.024909735,-0.19577903,0.10287984,0.14295748,-0.18860099,-0.180322,-0.14957647,-0.12779975,-0.123605445,0.14751247,-0.078150764,-0.13634972,-0.12995583,-0.08296899,-0.2185433,-0.22830832,-0.15980783,0.15795681,0.07304815,0.25708196,0.1041434,0.11229371,-0.15119855,-0.17456502,-0.23773664,0.0947419,0.19406569,0.111345835,-0.11325748,0.23500296,-0.27188027,-0.11587621,-0.052083515,-0.2248588,0.11636714,-0.20287178,0.19274499,0.18094425,-0.09149002,0.09982645,-0.18798906,-0.17068903,-0.15575176,-0.18327184,0.14125828,-0.18252891,-0.23418558,0.16875076,0.035609316,0.17360276,0.21745008,-0.041796714,-0.035136394,0.20219047,0.14686249,0.1561283,-0.07974194,-0.10401553,-0.1271729,-0.12108144,0.018125288,-0.085409455,-0.2079853,0.08816747,0.070581384,-0.11908627,-0.13725232,0.18328172,-0.1754422,-0.054218035
conf_123,-0.15889074,-0.1963619,0.075238876,-0.0065525053,0.1101049,-0.019664112,0.14962304,0.13876545,-0.14764333,-0.08469307,0.09547335,0.17565237,-0.10905119,0.1810986,-0.14138493,0.1882219,0.19779564,-0.010334652,-0.23877089,-0.048852287,0.12147032,-0.2845275,0.1152013,-0.16926397,0.22549655,0.15564796,-0.1677229,-0.15876958,-0.14963911,0.07746072,0.082488105,-0.090841696,-0.07550645,0.25058898,-0.19091752,-0.22245182,-0.07290121,-0.12060647,-0.2075953,0.29464343,-0.07112902,-0.18328062,-0.20738283,-0.07615778,-0.16184701,-0.14826916,-0.16182704,0.14411092,0.1968392,0.15003608,0.17366455,0.09478971,0.091555566,-0.10594141,-0.2383906,0.07329861,0.2172601,0.11714814,-0.08851667,0.17718664,-0.15013224,-0.17129982,-0.1134568,-0.17877634,0.15692514,-0.0714064,0.17777072,0.1411403,-0.005085197,0.16362824,-0.1528572,-0.24203436,-0.1211558,-0.18756795,0.19808029,0.19747314,-0.22550516,0.15359539,0.088858254,0.14181836,0.23021226,-0.14354996,-0.104358114,0.15296197,0.13495085,0.07531205,-0.14730452,-0.08578513,-0.18354711,-0.036272258,0.17583604,-0.10367638,-0.23674235,0.19797844,0.05016354,-0.15494639,-0.123908974,0.15050134,-0.07140795,-0.07792585
conf_124,-0.12840179,-0.12721683,0.114525095,0.21767084,0.19684795,0.087065995,0.1709213,0.12404257,-0.10421874,-0.092967264,0.045047935,0.20159458,-0.11469999,0.13401568,-0.14093709,0.1692161,-0.000889905,0.20412995,-0.12648702,0.02160103,-0.0059030894,-0.124317326,0.22482814,-0.046861958,0.16504572,0.16927323,-0.14147246,-0.24296877,-0.16012244,0.014561077,0.11396256,-0.0505286,0.04089412,0.12271706,-0.13892116,-0.24177764,-0.12162743,-0.21185939,-0.2264619,0.1280008,-0.10841463,-0.11195624,-0.20708756,-0.03401213,-0.1327849,-0.14202599,-0.116583295,0.1676492,0.16627073,0.1273148,0.21625835,0.14003667,0.029528804,-0.115750976,-0.15506713,0.18198414,0.20126647,0.1752682,-0.08428568,0.10286206,-0.17417201,-0.07077999,-0.13336489,-0.22544281,0.20280041,-0.12231719,0.17400576,0.101892024,-0.060011685,0.1491566,-0.15975654,-0.043698747,-0.1024134,-0.25439394,0.18924794,-0.076579966,-0.15372589,0.13298912,0.113795795,0.088073716,0.24317652,-0.10582486,-0.08052812,0.1476565,0.21317486,0.2139386,-0.09778399,-0.09751792,-0.089142,-0.15695387,0.20533845,-0.090782136,-0.20254782,0.13300778,0.1255149,-0.22603057,-0.12364873,0.059422243,-0.18487659,-0.14205575
conf_125,-0.22150303,-0.11278301,0.102276996,0.05402183,0.1285749,0.11879881,0.1923558,0.18808644,-0.19527847,-0.041586682,0.09192787,0.09670526,-0.21510844,0.14407288,-0.092148185,0.19714254,0.03498758,-0.08558244,-0.13361119,-0.024856918,-0.039475363,-0.19036648,0.17035353,-0.20233105,0.17655408,0.1843018,-0.20780237,-0.10186453,-0.14236313,0.051850785,0.100986764,-0.16280101,0.030151052,0.16229208,-0.108242035,-0.16139023,-0.11189568,-0.11931138,-0.20790806,0.24612287,-0.092863694,-0.22017491,-0.011081726,0.06601409,-0.19688667,-0.27460933,-0.06648306,0.1026529,0.20112093,0.13644649,0.17595562,0.1798901,0.031175105,-0.12032538,-0.18819328,0.15047611,0.1985868,0.09033257,-0.18212773,0.1427593,-0.12999868,-0.13915573,-0.12690249,-0.18701887,0.1950266,-0.13122019,0.16074121,0.10713361,-0.077140726,0.098209865,-0.16320634,-0.21557222,0.078994766,-0.090340585,0.25390518,-0.041810133,-0.18787557,0.1600019,0.1111703,0.13751489,0.21327737,0.035329547,-0.14192054,0.14462711,0.2058092,0.18549764,-0.13327011,-0.1366343,-0.15768915,-0.12834063,0.13503763,-0.128107,-0.25245714,0.18120684,0.10270283,-0.15386005,-0.15334746,0.07568306,-0.14621215,-0.07229524
conf_126,-0.19437674,-0.19647257,0.22597204,-0.012249101,0.29664245,0.076979734,0.24719228,0.18841437,-0.21504198,-0.0228903,0.18972877,0.15976162,-0.23884837,0.2565606,-0.12649669,0.25157276,-0.028487442,0.055327132,-0.16097763,0.20485622,-0.12743218,-0.2264989,0.17522769,-0.20030327,0.17928725,0.26627663,-0.24094246,-0.14564301,-0.19055364,0.06177519,0.19202821,-0.18706103,0.22898161,0.1822852,-0.12933725,-0.2261801,-0.1265874,-0.09356944,-0.1906718,0.06513017,-0.15686525,-0.19325587,-0.26551405,-0.05164246,-0.18032028,-0.2002435,-0.21761356,0.19218965,0.19987147,0.22143574,0.23909432,0.14745009,0.004317696,-0.18735765,-0.20040396,0.13484573,0.26798752,0.16293257,-0.17095119,0.19128087,-0.1570574,-0.2504305,-0.18424296,-0.20579587,0.24714667,-0.1562487,0.24805751,0.24140444,-0.11183308,0.1179834,-0.2760876,-0.07654395,-0.12953523,-0.10587906,0.16512263,-0.2059389,-0.18476683,0.18376562,0.058726586,0.26106498,0.2203972,-0.14860459,-0.15340918,0.25405818,0.1685912,0.17486595,-0.13630536,-0.16745292,-0.12355009,-0.14139913,0.25624734,-0.22078493,-0.16938876,0.17295888,0.14757274,-0.096565455,-0.19622381,0.18404832,-0.2405304,-0.10648378
conf_127,-0.18591376,-0.18839179,0.10666786,0.102049604,0.12062763,-0.06816221,0.24041615,0.15976308,-0.1184217,-0.053303506,0.10687031,0.13734937,-0.11706934,0.140579,-0.17518345,0.17721781,-0.11419425,0.048789382,-0.18609434,0.04596103,-0.05125271,-0.20415357,0.071151204,-0.103942335,0.15938246,0.19689229,-0.15783608,-0.14514057,-0.14089057,-0.038977623,0.12304343,-0.16683632,0.021547563,0.19764878,-0.08497449,-0.24601515,-0.18807088,-0.09623121,-0.08745982,0.2574085,-0.055396695,-0.08742315,-0.056519445,-0.065217346,-0.13894278,-0.18191583,-0.17648652,0.1914592,0.25555152,0.17609665,0.10977469,0.10714407,-0.0059835683,-0.23841204,-0.123172864,0.17014278,0.26507622,0.13573663,-0.11560594,0.099895835,-0.16476832,-0.15052643,-0.1256255,-0.1861772,0.21823029,-0.08220083,0.15453707,0.14016084,-0.0324879,0.20096387,-0.13762723,-0.14515407,0.016653903,-0.1583553,0.05970993,-0.072646104,-0.18490978,0.12944694,0.12107242,0.17356266,0.08539401,-0.06506029,-0.12979266,0.1472027,0.10172605,0.07254735,-0.10913368,-0.11154469,-0.08313642,-0.16594285,0.18311569,-0.19440112,-0.14492637,0.21534158,-0.0027259153,-0.16869135,-0.16759437,0.022697713,-0.18454975,-0.020783274
conf_128,-0.20269275,-0.09666189,0.17456086,0.0196736,0.13132356,0.18575391,0.09443755,0.24496306,-0.23488028,-0.014583849,0.053478815,0.25003105,-0.16664426,0.21320559,-0.21373284,0.14445497,-0.06764352,0.15695861,-0.14161377,0.08561812,-0.03479359,-0.20441805,0.047886133,-0.2280713,0.16575184,0.21613581,-0.16804191,-0.22504175,-0.18660519,0.08527013,0.14276253,-0.11070066,0.10085775,0.1468731,-0.085643314,-0.20393845,-0.22348015,-0.1683662,-0.20160872,0.058291636,-0.20605356,-0.18226156,-0.22832438,-0.17156082,-0.24384096,-0.2500068,-0.18885414,0.11806898,0.16059516,0.10965989,0.26772043,0.122933365,0.009287861,-0.1316427,-0.1534474,0.14746591,0.18668148,0.14268357,-0.18599287,0.14034653,-0.23549785,-0.17918172,-0.14264446,-0.13144405,0.13248402,-0.100945376,0.1558881,0.18842624,-0.20082171,0.20535721,-0.24943696,0.09549615,-0.13651259,-0.21422602,0.14449438,-0.16657071,-0.14610636,0.20362182,-0.07667914,0.15630783,0.17413723,-0.098885894,-0.14930996,0.27301675,0.12988408,0.19739491,-0.15498286,-0.11456161,-0.19137286,-0.20126323,0.07762242,-0.21079423,-0.113953464,0.01705454,0.20968944,-0.25046197,-0.26157472,0.07869873,-0.19759989,-0.13912229
conf_129,-0.06818217,-0.15682445,0.18034393,-0.046075616,0.18555847,-0.047062904,0.13464059,0.21254838,-0.1243967,-0.16326593,0.10512601,0.120562725,-0.10073872,0.108530514,-0.14662343,0.2430812,0.07959896,-0.045520518,-0.20198117,0.038152695,0.0034628736,-0.15699486,0.23233996,-0.10283288,0.1609866,0.1613876,-0.07880147,-0.13741894,-0.13245516,0.091239594,0.27096865,-0.20827302,-0.03997936,0.19432878,-0.13959613,-0.08354477,-0.14367965,-0.06442575,-0.13194893,0.19756965,-0.12024668,-0.13787864,-0.110912666,-0.030137036,-0.14098226,-0.25641444,-0.043645695,0.15564433,0.29145843,0.179559,0.11049526,0.05294154,-0.059601113,-0.19393171,-0.16759901,0.10494394,0.21899554,0.08626213,-0.095570095,0.061365232,-0.11105832,-0.14348206,-0.11481751,-0.12659763,0.21578175,-0.15070806,0.2273436,0.21181235,-0.09876443,0.070955284,-0.13733844,-0.29522896,0.10829838,-0.12931561,0.21861891,0.079837926,-0.13631417,0.1500809,0.13378316,0.16390547,0.06013548,-0.09727712,-0.18939306,0.14684126,0.17058282,0.11835683,-0.07840086,-0.2579187,0.011978561,-0.10134885,0.20424502,-0.19296855,-0.17226562,0.12691194,0.09555117,-0.048483875,-0.10001227,0.1543234,-0.099746995,-0.13382043
conf_130,-0.16680405,-0.13015127,0.1917803,0.107851304,0.29340303,0.06745692,0.17932297,0.14385168,-0.13652502,0.08767979,0.12406052,0.19642563,-0.12315952,0.14168857,-0.2016186,0.14069487,-0.040484842,0.23859872,-0.08269516,0.0980298,-0.0028586509,-0.17017452,0.00046788834,-0.22207041,0.11422842,0.1729914,-0.24725051,-0.17258073,-0.11743421,0.06668851,0.11761968,-0.1327727,0.09614823,0.119847745,-0.104112275,-0.21318783,-0.17307512,-0.0338449,-0.18452953,0.13169545,-0.20967299,-0.10083609,-0.18066193,-0.12649217,-0.21140069,-0.1256675,-0.18093465,0.17823319,0.19642435,0.16357557,0.1324584,0.10959658,0.041314896,-0.09990521,-0.2225123,0.2571619,0.19126466,0.11910388,-0.2151546,0.117553726,-0.10450875,-0.09787631,-0.123220675,-0.15463656,0.09937221,-0.16584347,0.22402452,0.18856278,-0.22213212,0.1806708,-0.2517616,0.030213429,-0.15093371,-0.101992674,0.09522198,-0.22180071,-0.14574322,0.051075075,0.107699536,0.11634865,0.14931846,-0.16347687,-0.19230078,0.2292974,0.07638222,0.20467763,-0.1837992,-0.13170972,-0.14793912,-0.22888047,0.2123454,-0.14463963,-0.14998044,0.09468526,0.08568328,-0.21092735,-0.25312346,0.0758083,-0.17958944,-0.123156734
conf_131,0.009150042,-0.014264297,0.07091518,-0.00097553467,0.17869458,0.075624265,0.27824706,0.0844187,0.0012924342,-0.07992521,0.13152137,0.1408995,-0.13639396,0.21764593,-0.2520244,0.11397093,0.065910876,-0.1357121,-0.20217681,0.049315058,0.038863838,-0.15530297,0.08454425,-0.19293678,0.18720537,0.1366952,-0.15795152,-0.16123375,-0.064274855,-0.059356913,0.19775857,-0.091483906,-0.075550914,0.21314237,-0.19994394,-0.1642312,-0.11654036,-0.008585547,-0.21034224,0.20520455,-0.031084882,-0.13141572,-0.11119214,0.11965339,-0.083379745,-0.21134928,0.050581925,0.09631067,0.16755913,0.108283214,0.07669684,0.09159804,-0.12183293,-0.056905128,-0.1939129,0.08843191,0.17694221,0.22934736,-0.057187676,0.037820168,-0.11793708,-0.08289508,-0.12592335,-0.1970575,0.11119248,-0.08940221,0.12918837,0.27658394,-0.037740026,0.17320281,-0.19569153,-0.26589566,0.045169,-0.18875001,0.13477659,0.048717897,-0.15550731,0.0769823,0.19521204,0.05963826,-0.053524192,-0.11740726,-0.18760397,0.18682139,0.14005154,0.065313295,-0.097163096,-0.20118833,0.020796243,-0.054371256,0.19556999,-0.19730395,-0.13439035,0.18472935,0.12489048,-0.19668874,-0.1211664,-0.005500638,-0.07163526,0.04727596
conf_132,-0.24001773,-0.05162778,0.1473877,0.1055852,0.19028,0.06208347,0.24120238,0.1294211,-0.09990205,-0.050772082,0.10211661,0.22131017,-0.087371,0.11282506,-0.22937185,0.1999777,-0.12456217,0.024523735,-0.15026037,0.13672732,-0.019735353,-0.14763139,0.18475698,-0.14851372,0.0948217,0.15947126,-0.17428084,-0.12701721,-0.14172104,-0.059638567,0.06506026,-0.17456079,0.062194906,0.19201727,-0.08901766,-0.16748919,-0.15220925,-0.17875297,-0.124737024,-0.05681812,-0.1360575,-0.17316349,-0.15604968,-0.095565826,-0.12799074,-0.19816944,-0.053482763,0.13423613,0.19092014,0.03805186,0.07308807,0.15834774,-0.031075008,-0.21184632,-0.1460046,0.15408275,0.114892505,0.19260803,-0.10325235,0.20248711,-0.18166398,-0.124539435,-0.0240755,-0.22902614,0.21199399,-0.122843064,0.18177111,0.09404093,-0.12163933,0.20628874,-0.20248464,-0.110653386,-0.14097358,-0.2579983,0.1697284,-0.17546737,-0.17173831,0.15777716,0.18647233,0.019829893,0.20293562,-0.20872276,-0.13480547,0.13312688,0.16821262,0.17670588,-0.08335994,-0.26569426,-0.07316496,-0.20356096,0.107998185,-0.20018408,-0.046421174,0.082490094,0.16511093,-0.13581233,-0.2186218,0.1269194,-0.22081684,-0.068283066
conf_133,-0.07838935,-0.14313127,0.13397163,0.0045806174,0.06923916,0.12690842,0.14818944,0.16687152,-0.15311244,-0.20478073,0.08204215,0.13050835,-0.06852904,0.2035131,-0.13055658,0.25821862,-0.01910291,-0.086218864,-0.17099218,0.043100093,0.049336556,-0.22378281,0.1845425,-0.23316732,0.18791653,0.09889153,-0.17724979,-0.18705714,-0.10821304,0.039412152,0.18597539,-0.1701478,0.00390497,0.18809871,-0.15838356,-0.13079178,-0.084203914,-0.13475324,-0.24701819,0.068024136,-0.15240064,-0.16839412,-0.0458717,-0.11888011,-0.2120308,-0.20840943,-0.077805266,0.121046096,0.24176325,0.16375466,0.15561497,0.12495447,-0.20009044,-0.16086805,-0.19557947,0.0912188,0.21195152,0.13897277,-0.033108845,0.15188195,-0.13320673,-0.16686872,-0.21541286,-0.061174177,0.17397273,-0.21104991,0.21631376,0.121282525,0.013578875,0.19989534,-0.12328884,-0.3456976,0.037408162,-0.122746184,0.14982331,-0.052542217,-0.2873068,0.15678927,0.13292499,0.20310618,0.16677961,-0.0854069,-0.114385135,0.13903685,0.1006142,0.14166903,-0.16774839,-0.15069775,-0.098093905,-0.11785652,0.09892536,-0.24950425,-0.28815475,0.26468194,0.09824059,-0.20379817,-0.19648416,0.092588484,-0.20037793,-0.0606155
conf_134,-0.11650917,-0.09335241,0.1203584,0.0031543404,0.17091025,0.087506935,0.24351166,0.17194425,-0.17048614,-0.02958411,0.11222987,0.13781986,-0.14297265,0.15873301,-0.1678776,0.053091016,0.035764806,0.09207326,-0.20520495,0.09986221,0.06814466,-0.073178925,-0.014864095,-0.08847569,0.12859826,0.10519205,-0.19317037,-0.19985062,-0.12086664,0.06527608,-0.055085883,-0.13807507,0.12313201,0.10229041,-0.13614047,-0.15091065,-0.15771686,-0.13168219,-0.16520213,0.06960589,-0.12706321,-0.15755157,-0.17768516,-0.08073512,-0.078971304,-0.16267835,-0.08320365,0.11971435,0.19313133,0.06351061,0.21196356,0.122399524,-0.051277243,-0.20683591,-0.20167357,0.20906113,0.12332438,0.032255713,-0.122980714,0.13289,-0.09528989,-0.11491485,-0.09675574,-0.2421422,0.17801921,-0.15400447,0.08774675,0.038167447,0.1783745,0.10116444,-0.19669023,-0.12758514,-0.110103756,-0.13043113,0.18044469,-0.20700887,-0.17129214,0.14732862,0.10096586,0.13304389,0.08536085,-0.10548285,-0.17930919,0.21581788,0.10284858,0.11577528,-0.13645463,-0.18258952,-0.1996924,-0.097044215,0.22543237,-0.1291737,-0.0985811,0.14254177,0.18473814,-0.17191531,-0.12530594,0.06369326,-0.21699028,-0.16460006
conf_135,-0.15024069,-0.22725669,0.009116433,-0.19718687,0.16422866,0.18181646,0.13833806,0.1332246,-0.18956862,-0.31353173,0.16208333,0.12938672,-0.18178721,0.25828493,-0.16874187,0.11885574,-0.010690107,-0.15322013,-0.18483621,0.03327966,-0.025474397,-0.2553071,0.21792473,-0.21247084,0.13980395,0.19772172,-0.20475496,-0.23230296,-0.18968678,0.07116842,0.14897364,-0.26041773,-0.040789668,0.1796944,-0.23399015,-0.22903815,-0.21958737,-0.13073784,-0.24467635,0.12142832,-0.17026073,-0.22891136,-0.051809926,-0.114029475,-0.17378758,-0.29377192,-0.1453033,0.19680753,0.2670197,0.13691917,0.14936414,0.05736532,-0.1777073,-0.23020144,-0.23152399,0.25559384,0.2600893,0.097104415,-0.07220125,0.14690514,-0.19837682,-0.17641617,-0.15027349,-0.20942616,0.16440615,-0.07578795,0.18003596,0.17457753,-0.0020260748,0.23147605,-0.23451711,-0.24020079,-0.11362256,-0.15332268,0.17381118,0.032924265,-0.19600472,0.21277587,0.29548264,0.11362109,0.057826854,-0.08659214,-0.30706865,0.15617633,0.19819567,0.22340895,-0.13678508,-0.24989136,-0.13534752,-0.116538815,0.2569942,-0.18983895,-0.27579436,0.28834552,0.15400735,-0.22410715,-0.19268686,0.18362193,-0.22740266,-0.051698666
conf_136,-0.27667367,-0.1759065,0.15871525,0.1282675,0.13629577,0.14297065,0.20291942,0.120962225,-0.105585895,-0.14560792,0.07443173,0.2261407,-0.20094106,0.17748697,-0.14072946,0.1832226,-0.08684717,0.16661358,-0.20169672,0.09994225,-0.05384057,-0.1613778,0.15842,-0.18919004,0.19821537,0.12513375,-0.20221655,-0.10034819,-0.12004138,0.050267566,0.15103109,-0.24122928,0.21448584,0.15692553,0.0046886015,-0.19396706,-0.21236718,-0.23330794,-0.18457752,0.041358713,-0.10683889,-0.23779349,-0.215379,-0.16745627,-0.20702139,-0.14404261,-0.18805605,0.18536906,0.11514565,0.10348457,0.13736854,0.10198892,-0.044937205,-0.21918163,-0.20146658,0.21218467,0.22399908,0.18374841,-0.09882553,0.16273396,-0.2651306,-0.22411919,-0.08084128,-0.17117839,0.19897763,-0.14304675,0.19585492,0.09299397,-0.04472294,0.25407776,-0.1923363,0.08797163,-0.19583188,-0.19244443,0.16399781,-0.31869435,-0.16007194,0.1909382,0.1287726,0.07422536,0.21450704,-0.23077483,-0.121739455,0.18749762,0.15725124,0.22299442,-0.15757978,-0.08761264,-0.16436133,-0.1400481,0.1331344,-0.19859046,-0.15652621,0.1891212,0.09079839,-0.19352326,-0.27970862,0.14307821,-0.20023207,-0.11900944
conf_137,-0.1413468,-0.15627374,0.12599191,0.08537822,0.050373748,0.08018361,0.17204891,0.16469744,-0.16571462,-0.11047106,0.1333646,0.23098652,-0.14730066,0.16274013,-0.22135551,0.24828927,0.035017174,-0.07336572,-0.35065582,-0.0034150355,0.08812313,-0.21565752,0.06725285,-0.12448966,0.20118812,0.19445011,-0.15450838,-0.21102443,-0.1796052,-0.020072455,0.18189375,-0.15247317,0.009358094,0.20104964,-0.2886086,-0.19178009,-0.21082021,-0.14006379,-0.17369291,0.15740448,-0.23784016,-0.24179772,-0.090507194,-0.035918202,-0.17199484,-0.27124637,-0.14757982,0.18052383,0.14924915,0.19778897,0.0833626,0.07850455,-0.06783806,-0.1831103,-0.18110886,0.1809799,0.19776921,0.1709775,-0.14526975,0.23063996,-0.21204127,-0.19497943,-0.059849557,-0.26508048,0.21127473,-0.09064244,0.20856759,0.26261622,0.15187919,0.059350505,-0.13402249,-0.3451418,0.00036318906,-0.14932376,0.16309275,0.09891669,-0.249454,0.20439377,0.13782266,0.14733027,0.14715385,-0.13253039,-0.18356588,0.23938893,0.2304139,0.11602112,-0.092584305,-0.15104622,-0.10087636,-0.08197494,0.13412115,-0.012777617,-0.29417685,0.30964783,0.10917786,-0.21300182,-0.15391883,0.15348099,-0.16860838,0.19650118
conf_138,-0.21914399,-0.21337093,0.20628251,-0.11513072,0.24722396,0.093781434,0.2893948,0.14388971,-0.11150905,-0.09413328,0.08174697,0.1886845,-0.13093597,0.1214531,-0.24310279,0.16751231,-0.10998824,0.051987812,-0.11882271,0.26165754,-0.09609078,-0.16674486,0.16893807,-0.1646723,0.09007931,0.041346796,-0.112541616,-0.14365724,-0.19543235,0.1650782,0.054968067,-0.09806085,0.028673196,0.12757845,-0.078782804,-0.14922406,-0.1773002,-0.12217715,-0.11638179,0.202554,-0.13855268,-0.15869941,-0.24987604,0.003775601,-0.06588232,-0.23812224,-0.15172336,0.15500455,0.14511234,0.1016689,0.15890823,0.103548825,-0.120985955,-0.21846946,-0.14215392,0.14861344,0.15932982,0.17299941,-0.1408764,0.10316517,-0.13283399,-0.20390104,-0.25129554,-0.22905053,0.16183585,-0.18614456,0.22084561,0.15062045,-0.14256373,0.1468772,-0.17461315,-0.16365886,-0.05165191,-0.16081037,0.18268427,-0.15125638,-0.20915312,0.12627062,0.092324644,0.12510227,0.21561357,-0.04911816,-0.16312683,0.12301116,0.16408937,0.11407813,-0.15651433,0.019721923,-0.16350195,-0.12646,0.13807778,-0.09111653,-0.20679176,0.1818277,0.23919724,-0.13431692,-0.15784158,0.17925218,-0.25549123,-0.18762417
conf_139,-0.12823702,-0.09908017,0.18171108,0.004162865,0.15519485,0.102029786,0.24761574,0.10320066,-0.14806972,0.0051736007,0.10428369,0.11082718,-0.1281377,0.13017021,-0.13397655,0.14158282,0.19009858,-0.056456674,-0.26017186,0.015259496,0.056534983,-0.2437915,0.15560219,-0.13459669,0.14033131,0.12529515,-0.07735362,-0.10972511,-0.16138509,0.033291865,-0.007358414,-0.14021356,-0.14422677,0.2251081,-0.244712,-0.1113747,-0.035971295,-0.011709754,-0.16594622,0.16651098,-0.108244956,-0.17857556,-0.082394205,0.0076759392,-0.18077421,-0.23520195,-0.122745395,0.14097808,0.2836487,0.14803483,0.22184244,0.08422282,0.036851797,-0.07223381,-0.055848777,0.12849435,0.22594582,0.11230158,-0.085716575,0.14178245,-0.15234251,-0.1199285,-0.04789414,-0.15480858,0.18416658,-0.109250516,0.19764383,0.2155701,0.022224907,0.10754781,-0.08053267,-0.31582665,-0.0658217,-0.09292909,0.22039956,0.14885186,-0.09165474,0.09404615,0.12509944,0.13399538,0.17486301,-0.13220918,-0.19426943,0.120307736,0.06699347,0.056164816,-0.20689292,-0.113950185,-0.01521704,-0.07422571,0.16030301,-0.030518921,-0.22890033,0.13081804,0.071776465,-0.15270662,-0.09616911,0.13585338,-0.11723976,-0.06693664
conf_140,-0.11812782,-0.19462731,0.11237566,-0.09439793,0.114314914,0.16300492,0.19318616,0.13078173,-0.12483897,-0.12550643,0.1145045,0.17916667,-0.19597182,0.20441456,-0.13792934,0.19272588,-0.077096485,0.09495868,-0.16227865,0.07941347,-0.07078805,-0.20433168,0.14662638,-0.15122278,0.21782854,0.2183792,-0.17034547,-0.13318156,-0.16763408,0.1285697,0.12054404,-0.13593285,0.047121283,0.1498972,-0.17524363,-0.2591128,-0.17177111,-0.14159764,-0.20057443,0.195751,-0.18248582,-0.25814092,-0.11232032,-0.087894574,-0.1239796,-0.2447907,-0.20622216,0.22186626,0.2108335,0.1752552,0.19496559,0.040370915,-0.012254652,-0.16770405,-0.16104056,0.22202703,0.16797417,0.15308884,-0.13673188,0.19486067,-0.19786137,-0.15069884,-0.06017437,-0.20948444,0.19902334,-0.14965656,0.24116987,0.12748179,-0.015833618,0.23522344,-0.15397805,-0.024103912,-0.08808192,-0.061381634,0.15554923,-0.079643,-0.12711386,0.2582614,0.16316828,0.1580483,0.20230128,-0.08482209,-0.15119629,0.20287007,0.1753039,0.19365133,-0.201151,-0.03426202,-0.10301697,-0.14795065,0.14218552,-0.09733094,-0.2439765,0.18756153,0.1508712,-0.12226476,-0.113779314,0.15176263,-0.18414314,-0.15536584
