conf,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18,c_19,c_20,c_21,c_22,c_23,c_24,c_25,c_26,c_27,c_28,c_29,c_30,c_31,c_32,c_33,c_34,c_35,c_36,c_37,c_38,c_39,c_40,c_41,c_42,c_43,c_44,c_45,c_46,c_47,c_48,c_49,c_50,c_51,c_52,c_53,c_54,c_55,c_56,c_57,c_58,c_59,c_60,c_61,c_62,c_63,c_64,c_65,c_66,c_67,c_68,c_69,c_70,c_71,c_72,c_73,c_74,c_75,c_76,c_77,c_78,c_79,c_80,c_81,c_82,c_83,c_84,c_85,c_86,c_87,c_88,c_89,c_90,c_91,c_92,c_93,c_94,c_95,c_96,c_97,c_98,c_99,c_100,c_101,c_102,c_103,c_104,c_105,c_106,c_107,c_108,c_109,c_110,c_111,c_112,c_113,c_114,c_115,c_116,c_117,c_118,c_119,c_120,c_121,c_122,c_123,c_124,c_125,c_126,c_127,c_128,c_129,c_130,c_131,c_132,c_133,c_134,c_135,c_136,c_137,c_138,c_139,c_140,c_141,c_142,c_143,c_144,c_145,c_146,c_147,c_148,c_149,c_150,c_151,c_152,c_153,c_154,c_155,c_156,c_157,c_158,c_159,c_160,c_161,c_162,c_163,c_164,c_165,c_166,c_167,c_168,c_169,c_170,c_171,c_172,c_173,c_174,c_175,c_176,c_177,c_178,c_179,c_180,c_181,c_182,c_183,c_184,c_185,c_186,c_187,c_188,c_189,c_190,c_191,c_192,c_193,c_194,c_195,c_196,c_197,c_198,c_199
conf_298,-0.03900412,0.16678692,-0.18953139,0.08737659,-0.2920852,-0.15773341,0.12915424,0.11295553,0.17527515,-0.11534428,0.18900257,0.15515614,-0.045485463,0.01669676,-0.051741872,0.027516628,0.09888205,-0.046307996,0.1451831,-0.23063572,-0.02285328,-0.15791535,0.20324807,0.09404907,-0.4472242,0.12392063,-0.14095256,0.23512301,0.12181701,0.05697962,-0.147509,-0.04906165,0.15918536,0.07068464,0.10578196,-0.08939833,-0.100113004,0.18126014,0.24824743,-0.19799988,-0.12818515,0.16664326,-0.12267435,0.09194345,-0.11931278,0.026300991,0.16509637,-0.063133165,0.10903182,0.047372267,-0.21574128,-0.03199129,0.11443009,-0.036598917,0.09140646,-0.11525759,-0.07543399,-0.137026,-0.056692973,0.069012426,0.0884885,-0.18374869,-0.120817184,-0.21114764,0.015374071,0.10816478,-0.17098394,0.15426968,0.22986385,0.0011665286,-0.04762652,0.027434412,0.21516758,0.16882361,-0.19704589,0.18481062,0.14794724,0.20652874,-0.034375276,0.09185495,0.19654547,0.14064743,0.10772973,-0.18374552,-0.14469206,0.015905455,-0.20864616,0.20592332,-0.1461601,0.16583982,-0.13011059,0.2002236,0.059988692,-0.18499948,0.13832007,0.12255034,-0.021964377,-0.01386823,-0.20190005,-0.044218678,0.13509627,-0.05220579,-0.18837228,-0.072407015,-0.17550083,0.10465161,0.25890914,-0.027954604,0.10359825,0.1277724,-0.17182207,-0.21648662,0.29039863,0.10118342,-0.121561654,-0.2169601,0.13817748,-0.15051784,0.020915389,0.062286112,0.070345975,-0.0045760404,0.08483303,-0.01052133,-0.12210542,-0.29007268,0.11105216,-0.17213,0.19549334,-0.0010129861,0.05288364,0.1264548,0.08402524,-0.011580113,0.16303037,0.079076685,0.1589185,0.1352886,0.14808585,-0.16094607,0.32609776,-0.10074194,-0.06265146,0.0041606743,0.13476953,-0.14763832,-0.021743959,-0.026006635,-0.08106508,0.18141481,-0.13763158,-0.28906715,0.22893319,-0.037196726,0.048445925,0.03526151,-0.014831774,-0.20369361,0.13092619,-0.23735115,0.17432585,-0.09495172,-0.12920126,0.0025047283,-0.20311043,-0.23552133,0.09334633,-0.16793843,0.012498235,-0.11981396,0.3584269,-0.20812342,0.15773416,-0.1450963,-0.020384789,-0.041847806,-0.07725528,0.063108824,0.099652566,-0.13540192,0.20194021,0.14400929,-0.18798454,0.044330053,-0.026272688,-0.02848036,0.101159886,0.07170007,-0.19994348,-0.13421856,0.16414167,0.115676045,-0.0042998465,-0.096523784,0.1082517,-0.102813415,-0.09725282,0.17891137,-0.15266126,0.17582609
conf_299,-0.220026,0.04893035,-0.053134076,0.3125374,-0.23923579,-0.1250629,0.046801258,0.08341903,0.107629135,0.22323285,0.051158078,0.07933865,-0.110896274,0.09029793,-0.07450989,0.061185047,0.11198333,-0.05273744,0.18419783,-0.17589457,-0.02992269,-0.11139199,0.18142565,-0.13479432,-0.13602686,0.22634152,-0.17222245,0.10640163,0.18921159,0.21463169,-0.12380394,0.32828486,-0.022976426,0.15868597,0.042878456,-0.3247416,-0.07547707,0.03836867,0.00419884,-0.16263731,0.24923252,-0.33380494,-0.071082264,0.09623718,0.036392022,0.08214237,0.071460366,-0.13731079,0.11725869,-0.05140669,0.34406942,-0.03940911,0.1754038,-0.020682229,0.13403861,-0.13811186,0.096338645,-0.040053558,-0.28619817,0.20375615,0.05347103,-0.11650963,-0.081908464,-0.13117144,0.062183574,0.13298152,-0.056504812,0.25032863,0.15117213,-0.27791512,0.00064716634,0.15836859,-0.09514661,-0.024658192,-0.20882629,0.24245133,-0.27139765,0.10163481,-0.17054966,0.18735345,-0.21744095,0.2623265,0.2221083,-0.27421293,-0.18808757,0.19428103,-0.14710693,0.11225481,-0.021170687,0.20158799,-0.099250436,0.1867288,0.17845766,-0.09196995,0.07554228,-0.22220315,0.045331355,-0.15817554,-0.2032086,0.04458553,0.2506009,-0.05844356,-0.18985009,0.04275249,-0.076481886,0.12619318,0.42624202,0.046840508,-0.16131224,0.08240951,0.0728361,-0.1662027,0.16859798,0.15682645,-0.09676229,-0.09561258,-0.35488713,-0.17616116,0.32284322,0.2588778,0.16630723,0.21146081,0.22626156,-0.24889587,-0.13391016,-0.23298664,-0.039677255,-0.016577693,0.25951728,-0.2579486,-0.0053579225,0.19527566,0.343001,0.28991643,0.08489063,0.1053508,0.15041625,0.31721136,0.1323528,-0.124499716,-0.27654317,-0.1387874,-0.16708027,0.06364325,0.23160979,-0.21798643,-0.15157941,-0.029732596,-0.046583384,0.28907657,-0.027562425,-0.22949935,0.13896649,-0.0700394,0.26094934,0.07323077,-0.059530985,-0.22271156,0.0039124996,0.22607051,-0.07647171,-0.15634978,-0.104543276,0.26050797,-0.08789984,0.25218353,0.017533675,-0.108863056,-0.2633914,-0.07725324,-0.08001826,-0.17599513,0.059748266,-0.2582645,-0.11123109,0.18597525,-0.107589126,0.30648965,0.041189108,-0.08722158,0.2622224,-0.17620853,0.07506033,0.107207984,-0.05331841,-0.11605887,-0.2954498,0.13550071,-0.20281109,0.07735392,0.007008371,0.08181658,-0.062752955,-0.30500036,0.17345437,-0.08263987,0.08613098,0.22985624,-0.048722763,0.1339939
conf_300,-0.22240801,0.08986123,-0.25079864,0.008921356,-0.15004756,-0.15893978,0.10183362,0.14551872,-0.006016522,-0.03362931,0.17258501,0.1654621,-0.1400338,0.21262413,-0.06756241,0.0479926,0.07696279,-0.33656412,0.21280152,-0.17431833,-0.093675554,-0.11393874,0.16737059,-0.15615518,-0.12681511,0.2183698,-0.009872379,0.203378,0.09869558,0.15817463,-0.12050105,0.043527447,0.19653425,0.23050578,0.16070765,-0.08385482,-0.17315085,0.2252511,0.07120113,-0.2295264,-0.20076141,0.055677112,-0.16823217,0.14097866,-0.12971328,0.13982412,0.08107618,-0.074190326,0.13519222,-0.003112588,-0.3437703,-0.19390348,-0.16706458,-0.09475422,0.12497498,-0.06072752,-0.30613878,-0.14847222,-0.08854464,0.07857417,0.18521905,-0.14569622,-0.17529012,-0.14585859,0.113120556,0.15601504,-0.21557379,0.031351335,0.11686477,0.11855696,-0.034360442,-0.046486963,0.12424261,0.053128563,-0.16641471,0.08003658,0.2337447,0.111521564,-0.120152615,0.056192312,0.081596464,0.12935792,0.16600601,-0.23653463,-0.06701653,-0.055727474,-0.07198056,0.17498936,0.020935751,0.11455891,-0.08094974,0.030297559,0.18959536,-0.08749477,-0.030972114,-0.12930848,-0.18095973,-0.1518051,-0.1143504,-0.09248407,0.1536042,-0.18704902,-0.1624523,-0.15124016,-0.16630161,0.15963207,0.34003538,-0.014711369,-0.036749724,0.10420626,0.113970034,-0.12876834,0.13860156,0.12509406,-0.17505582,-0.09418426,0.21887583,-0.056091286,0.17232153,0.105846755,-0.25851586,0.057917252,-0.20444933,-0.111671925,-0.15590933,0.0071723443,0.30821982,-0.2049795,0.15919285,-0.20391469,0.13202006,0.2559184,-0.17240766,0.041586287,0.13209417,0.1880279,0.28559333,0.16472161,0.14072734,0.022500522,0.01566939,-0.09387971,-0.104200855,-0.17761596,0.23167478,-0.07905269,-0.21795233,-0.051897347,-0.14775182,0.087511376,-0.08334503,-0.13804325,0.2760514,-0.17952415,0.11800706,-0.033513606,0.09687011,-0.30003157,0.21553996,-0.0025955671,0.10497383,-0.112095535,-0.12926064,0.17469516,-0.18589926,-0.07075757,0.18880396,-0.18131699,-0.0011439982,-0.26673275,0.084058985,-0.15104695,0.011123786,-0.14652197,-0.0070429873,0.14279921,-0.13020447,0.09902967,-0.079102166,-0.09130124,0.10740861,-0.4566708,-0.03661911,0.13605347,0.14069274,-0.16449258,-0.018213114,0.18675874,-0.117487,0.11622152,0.21322085,0.33105388,-0.14677724,-0.1760074,0.2535223,-0.17071025,-0.1043504,0.20367321,-0.12069506,0.11923921
conf_301,-0.016850656,0.24623226,-0.07368861,0.21621762,-0.11784554,-0.1253062,0.11170233,-0.020579284,0.06798278,-0.15691951,0.16518022,-0.012383184,-0.07464475,-0.00079310045,-0.0023489872,0.07878062,0.13392127,0.1390669,0.1779444,-0.11611782,-0.19918482,-0.07825976,0.21323252,-0.1067691,-0.39856216,-0.00059837755,-0.13293615,0.11091602,0.090598054,0.12500903,-0.15166484,0.20427792,0.19202577,0.091516934,0.20422922,-0.049958568,-0.028984124,0.119410336,0.12496676,-0.020677106,-0.29609597,0.009203193,-0.13854304,0.099033326,-0.2290958,0.1700951,0.2300151,-0.07360577,0.17124736,0.021058595,-0.31550375,-0.17384624,-0.017719192,0.10697603,0.11610847,-0.09851149,-0.06439695,-0.0785573,-0.16877809,0.06187792,0.06459943,-0.022920117,-0.2267821,-0.057221126,0.15444812,0.11775772,-0.09214526,0.18421169,0.24302848,0.19135228,-0.05845978,-0.14500655,0.10983045,0.07365031,-0.08097182,0.22356603,0.19793333,0.14120889,-0.19703214,0.15362294,-0.27430472,0.15865792,0.09602923,-0.15582505,-0.25908524,0.14669956,-0.25714627,-0.007367795,-0.08949211,0.22721137,-0.13005386,0.047753673,0.11630619,-0.081541434,0.1957551,-0.18846472,-0.1536293,-0.14210366,-0.16014068,-0.07365195,0.09122007,0.14090747,-0.004725624,-0.15074243,-0.13768952,0.097465664,-0.10120696,-0.14855658,-0.25981578,0.2767444,0.14275327,-0.08982906,-0.059953056,0.25658232,-0.10666415,-0.19543079,0.11771193,-0.21308702,-0.17861752,0.17351747,0.046311922,0.040815033,0.5198369,-0.021680662,-0.08456433,-0.23091015,0.1827674,-0.07143752,0.11228717,-0.13300958,0.07565714,0.05701154,0.0063862456,-0.23127729,0.11670594,0.10253121,0.06209529,0.12739685,0.15154327,-0.25028133,0.035950884,-0.15396196,-0.12702933,-0.06135649,0.13619193,-0.09526832,-0.15451378,-0.077498935,-0.015188856,0.23634683,-0.15932462,-0.20956312,0.13407324,-0.0041101268,0.16431053,-0.07178425,0.14517677,-0.20452595,0.08186314,-0.19621341,0.33109,-0.19454081,-0.20806628,0.096706256,-0.11632881,0.08222554,0.20851196,-0.17483465,-0.0107746795,-0.11771301,0.44391254,-0.17754926,0.14467376,-0.10897435,-0.12969051,-0.08704771,-0.05112279,0.14064105,-0.077851035,-0.1530749,0.20991576,-0.18227042,-0.15196654,0.12730174,0.08150128,-0.06729026,-0.11766711,0.15879956,-0.1602307,0.085963644,0.0838345,-0.005000599,-0.27924186,-0.13142446,0.03111935,-0.13622837,-0.12692928,0.15013818,-0.21675238,0.13977018
conf_302,-0.38474825,0.11003246,-0.24061535,0.05939893,-0.24106598,-0.12179185,0.24539128,-0.011376459,0.084606834,-0.01901401,0.13744166,0.16328278,-0.19003668,0.057404313,-0.3500185,0.14096868,0.098968305,-0.069628306,0.17030554,-0.13956016,0.11405782,-0.16931318,0.12457413,-0.26221514,-0.049139697,0.113581516,-0.048139527,0.108500525,0.1837041,0.17425054,-0.22501208,0.0085895965,0.10907419,0.11424557,0.0016693857,-0.033816285,-0.26885137,0.11252075,0.08609396,-0.26858923,-0.022512564,-0.2791071,-0.19561735,0.18733257,-0.19274901,0.1552843,0.07487428,-0.15279041,0.2098021,0.053175166,-0.12249256,-0.13565114,-0.21861894,0.21660145,0.059184447,-0.12570323,-0.1541969,-0.08902425,-0.21042047,0.07329327,0.25560358,-0.18281811,-0.056438494,-0.09235096,0.10404252,0.17950195,-0.1798658,0.22163492,0.06611283,-0.003091559,-0.19306022,-0.15466905,0.29948902,0.04374947,-0.09150139,0.22544907,0.03491441,0.097584784,-0.13560571,0.18256642,0.11148605,0.08442734,0.21456057,-0.2323193,-0.19049667,-0.054887444,-0.18556081,0.11868692,0.2123116,0.17076303,-0.12948668,0.100431986,0.18817694,-0.1670641,0.19591868,-0.054080244,-0.3796147,-0.045197986,0.06705139,-0.14433545,0.14941004,-0.28757986,-0.08485758,-0.16304426,-0.1475997,0.18317306,0.05717992,-0.29017016,-0.029459683,-0.07207749,0.3091837,-0.18043618,-0.05359017,0.086178884,-0.21706371,-0.16793054,0.040755417,-0.15547615,0.115775526,0.16506524,0.092433706,0.2657157,0.02584058,-0.1800919,-0.24222928,-0.1675272,0.413876,-0.15237962,0.09429472,-0.060085434,0.031434197,0.20287347,0.17876899,-0.18869871,0.10148154,0.13077277,0.03277412,-0.008174125,0.05539915,0.028816288,-0.12579893,-0.18805504,-0.09871268,-0.1773139,0.237794,-0.14202733,-0.1636225,0.033874877,-0.18210573,0.20697638,-0.22885045,0.12648591,0.14047071,-0.0037701123,0.02630879,0.010426065,0.049279135,-0.15683497,0.07076719,-0.052563652,-0.059819944,-0.1308005,-0.089552976,-0.049155053,-0.108875886,-0.1398152,0.15922825,-0.1347615,-0.0027510365,-0.13042781,0.1312596,-0.17714596,0.052144732,-0.11289119,-0.14298779,0.07914913,-0.050106317,0.14254843,-0.25017643,-0.14026742,0.096942544,-0.14633594,-0.15376104,0.16515137,-0.0053756353,-0.12365639,-0.25194007,0.13813005,-0.1097855,-0.0013118227,0.1401928,0.21186699,0.03264276,-0.24894638,0.05078524,-0.13884059,-0.13071011,0.15390731,-0.24401197,0.091369785
conf_303,-0.23111066,0.024909735,-0.06740983,0.029234435,-0.19813444,-0.1676247,0.12401115,0.12532394,0.21089196,0.03499836,0.22188483,0.19368266,-0.29807797,0.17383331,-0.21615563,-0.09730689,0.17053325,-0.24655506,0.2004047,-0.17007852,0.108886205,-0.14990321,0.05115298,-0.17245436,-0.2859537,0.05107606,0.06534648,-0.04120058,0.16121176,0.23658481,-0.20641272,0.21772832,0.17250311,0.21033105,0.13249168,-0.050342064,-0.11915075,0.16464339,0.046704017,-0.12705745,0.00091470603,-0.20918748,-0.22804433,0.1302607,-0.11930809,0.21711105,0.14525717,-0.10437351,0.19361022,0.08057459,-0.30824614,-0.12643702,-0.1672735,0.041146126,0.12623987,-0.14866544,-0.19831753,-0.047904003,-0.3099066,0.12280128,0.13082163,-0.24763729,-0.15552798,-0.18453327,0.04632152,0.2028027,-0.2234443,0.0006856348,0.18591872,0.023616027,-0.064488925,-0.20938538,0.08677251,0.31568307,-0.1668407,0.09240282,0.32506046,0.08048531,-0.18825778,0.17579474,-0.10292922,-0.024014164,0.26457,-0.09922937,-0.22128099,0.12905098,-0.17080219,0.047851577,-0.008205716,0.123260394,-0.10504559,0.09803965,0.106397435,-0.0875088,0.21688704,-0.18419251,-0.19807312,-0.011566064,0.21598189,-0.16256657,0.14860763,-0.076354235,-0.14620371,-0.2727852,0.0012349612,0.19592744,0.22251283,0.06101715,-0.024047883,0.21961768,0.103385024,-0.22475576,-0.17247361,0.15910763,-0.18606442,-0.16022967,0.24725503,-0.052441835,0.14844903,0.024252644,0.36069694,0.112071685,0.0701701,-0.26714358,-0.109470345,-0.039931163,0.38139343,-0.18551709,0.05409894,-0.19551964,0.069449045,0.049164858,0.23344633,-0.022596492,0.16945136,0.21353589,0.010090135,-0.041580852,0.07712398,-0.07681009,-0.12732215,-0.0937901,-0.22080284,-0.16496316,0.22934905,-0.12000855,-0.04833621,-0.2551886,-0.20712657,0.06775008,-0.21070461,0.20537722,0.19869304,-0.202224,0.238841,0.23414378,0.14838727,-0.24397632,0.13696972,-0.034608148,-0.0034758775,-0.1036228,-0.21681924,0.22611459,-0.13921332,-0.0069752447,0.10791947,-0.46246552,-0.087588325,-0.010506554,0.28137982,-0.22255689,0.0617769,-0.16320418,-0.05468772,0.22472441,-0.055375233,0.1390875,-0.118037686,-0.22224742,-0.039640844,-0.15024655,-0.18862654,0.16908422,0.020454776,-0.188921,-0.14692995,0.09770491,-0.11699988,-0.036462307,0.11949734,0.068543434,-0.27294275,-0.20504254,0.046761382,-0.020310104,-0.1522092,0.3115192,-0.1767725,0.19994819
conf_304,0.036729705,0.052891575,-0.08593942,-0.0025743865,-0.1688214,-0.052458003,0.063342616,0.09684413,-0.0012413892,-0.055928085,0.15500548,0.12109997,-0.11400729,0.008918183,0.010055574,0.10968592,0.16667785,0.04670234,0.1732109,-0.18108824,0.021994716,-0.13728577,0.13262965,0.008355152,-0.37783894,0.013257368,-0.035894647,0.1827794,0.038925078,0.1668502,-0.072214566,0.22284415,0.22698188,0.06549278,0.0944507,-0.03615729,-0.11767168,0.11081058,0.040271424,-0.091068394,-0.10932122,-0.4648339,0.0009969284,0.03400965,-0.114746734,0.18152255,0.052462686,-0.078789495,0.14653346,0.2837467,-0.3050967,-0.101939596,-0.24443023,-0.020607611,0.18249479,-0.08108486,-0.13054673,-0.044971276,0.10608829,0.17267954,0.07648468,-0.17681168,-0.06816399,-0.10856123,0.0403933,0.1989422,-0.23512326,0.1973247,0.17141137,0.17777252,-0.075695395,-0.18896565,0.15730144,0.15488657,-0.1604117,0.049284197,0.110177316,0.15436025,-0.24637924,0.1871922,-0.024241688,0.11914687,0.23431845,-0.16038197,-0.113239884,0.18602096,-0.21423613,0.009759849,-0.12858567,0.2578991,-0.08507775,0.06198628,0.08464244,-0.08405966,0.13641757,-0.124687836,-0.042439554,-0.29803678,-0.030983394,0.077719264,0.1940366,-0.09067522,-0.16482918,-0.025303414,-0.2254312,0.11733215,0.1994853,-0.04865601,-0.11716667,0.21636753,0.024591016,-0.17473319,-0.0038550969,0.050479345,-0.053455263,-0.17150693,0.032545105,-0.19342525,0.053615205,0.17938507,0.20132245,0.043594122,0.21169147,-0.08573809,-0.11313683,-0.21854115,0.33081982,-0.09565668,0.30670992,-0.11199847,0.20569855,0.14260314,0.1936465,0.1266051,0.25357288,0.13951606,0.2679167,0.35461593,0.12614396,-0.22604074,0.10981236,-0.15757658,-0.20118992,-0.13554569,0.027806329,-0.09086957,-0.109574616,0.031278327,-0.11577823,0.0873521,-0.031643514,0.07612307,0.1300839,-0.23502564,0.11258872,0.072367415,0.07041518,-0.13065764,0.17198391,-0.31936407,0.11433724,-0.009473184,-0.06960329,0.23084648,-0.08136767,-0.023488585,0.26865053,-0.060505226,-0.04496608,-0.06077695,0.27125147,-0.20564772,0.15624107,-0.17608483,-0.02977675,0.22532788,-0.04483162,0.07530908,-0.026610024,-0.010788111,0.019307366,0.14363544,-0.16284038,0.10508056,0.13519211,-0.0913963,-0.12191283,0.13995998,-0.19568203,0.015676834,0.14375427,0.36526987,-0.042406034,-0.036698997,0.08887874,-0.08630618,-0.21942891,0.050046053,-0.18581903,0.10691657
conf_305,-0.07944594,0.11359399,-0.05771244,0.023462296,-0.08226046,-0.18844706,0.09325648,0.10009695,0.06037739,-0.13076727,0.050651573,0.1168827,0.1362328,0.26100206,-0.023292407,-0.08792241,0.15020527,-0.13382503,0.16832796,-0.18176319,0.049142342,-0.14678198,0.1350288,0.014590885,-0.19989608,0.03200282,-0.11255057,-0.014329286,0.10842684,0.12949869,-0.1853708,0.08340019,0.028345091,0.06927908,0.0695936,-0.01562855,-0.099539384,0.16683768,0.14617687,-0.13275044,-0.18442306,0.044564147,-0.18049525,0.22117732,-0.14567737,0.10172082,0.20486906,-0.057313107,0.076064125,0.1755558,-0.0047779884,-0.06910121,-0.16349839,0.37350115,0.1269615,-0.2217954,-0.002786616,-0.15540522,-0.17820734,0.2022319,-0.064512275,-0.06629033,-0.07657184,-0.15647256,0.10316274,0.21598805,-0.052287858,0.056764428,0.180729,0.0534211,-0.14978719,0.15458031,0.07785749,0.12527588,-0.13318919,0.07582171,-0.025402633,0.2037336,-0.059351396,0.13037522,-0.024864595,0.013142853,0.26066434,-0.13899268,-0.08706837,0.15262249,-0.17542544,0.18652809,0.08893578,0.24515414,-0.11978756,0.22515306,-0.030349556,-0.1106355,-0.024174388,-0.038647193,-0.20900437,-0.2783869,0.00058200373,0.084798865,0.19965075,-0.09165612,-0.027281972,-0.026855445,-0.21122189,0.16297379,0.019223329,0.011456597,-0.17922321,0.10924866,-0.07965519,-0.13849442,-0.30966297,0.19450603,-0.1843507,-0.2483059,0.0924873,-0.23026252,-0.04615474,0.17198355,0.093198486,0.05257446,0.4577626,-0.05053779,-0.16459551,-0.094333634,0.2113805,-0.06549551,0.28721988,-0.1875919,0.3120025,0.1612853,0.1289704,-0.123831615,0.19610178,0.1124985,0.03271544,0.25997135,0.08057637,0.103921644,-0.04249333,-0.13395587,-0.16567539,0.014388341,0.18717399,-0.061467573,-0.17896749,-0.051830187,-0.24409193,0.12518147,-0.074930266,-0.38913077,0.19209,0.0149630755,0.12642637,-0.20798337,0.15654963,-0.13759841,0.132673,0.20238441,0.38859546,-0.15289949,-0.11179035,0.21187878,-0.08833536,-0.15553048,0.27358693,-0.04662905,0.017810667,-0.25050905,0.24720229,-0.23262338,0.086176254,-0.12527545,-0.11759724,0.23081261,-0.12557669,0.14128488,-0.13117757,-0.27449277,0.09836458,-0.112698175,-0.09010535,0.14375061,0.14364758,-0.07631667,0.0076207775,0.09408923,-0.15758364,0.18517528,0.07918358,0.15277009,-0.22819388,-0.20849475,0.15367821,-0.16868576,-0.114953525,0.05177831,-0.10896956,0.17780861
conf_306,-0.07350536,0.08773048,-0.12049694,0.11670202,-0.118675135,-0.21475857,0.113182545,0.118518956,0.13411978,-0.07625576,-0.038668144,0.2775973,-0.06979409,0.031278946,0.021529485,0.0455241,0.017705178,-0.17962117,0.17437033,-0.17063464,0.005737415,-0.18659419,0.16448708,-0.037362356,-0.14129254,0.21617597,-0.11270839,0.11696213,0.05321194,0.13208865,-0.072886236,0.21568653,-0.080067866,-0.004648279,0.18551731,-0.15530545,0.12898898,0.12543312,-0.08465033,-0.020571902,0.09031708,0.08868058,-0.11844494,0.25813776,0.0017462496,0.17321503,0.11258508,-0.11033015,0.16465971,-0.19125116,-0.20273292,-0.11734822,-0.04424464,-0.057886805,0.121988624,-0.18261985,-0.17956793,-0.09290671,-0.1124544,0.06380619,0.07296954,-0.03610334,-0.050525952,-0.072764434,0.02961277,0.17613317,-0.11165529,0.2730878,0.08891077,-0.20506974,-0.13222684,0.08362357,-0.13897488,0.1699222,-0.22642437,0.10117838,0.17825174,0.11118277,-0.101065174,0.111321904,-0.033993848,0.03778436,0.07494808,-0.10504197,-0.1576661,0.2383969,-0.11602405,0.2511366,-0.21483245,0.036215995,-0.06870899,0.23709653,0.13501313,-0.11429325,0.048212472,-0.14699513,-0.25863105,-0.039671175,-0.007616243,-0.10379845,0.22282326,-0.11084098,-0.10586215,-0.17286384,-0.11886435,0.11405766,0.092627436,-0.048767895,-0.062210076,0.10866848,-0.032612257,-0.15065123,0.19060202,0.23566541,-0.1064942,-0.15256076,0.47135764,-0.13207515,-0.06594273,0.012559573,0.18879747,0.14946648,0.14890958,0.006936922,-0.047678273,-0.10278217,0.35926342,-0.12730241,0.23133169,-0.037742324,0.22035107,0.09502545,0.08057572,0.2371281,0.12389909,0.0801379,0.34845814,0.16478181,0.11083291,-0.14837378,0.031617545,-0.14606036,-0.14540341,0.029527586,0.23442322,-0.050565187,-0.19803487,-0.00037612926,-0.16556488,0.0042826557,-0.19848302,-0.31632036,0.1474003,0.019656647,0.117861986,-0.009800402,0.113731295,-0.24631333,0.055321682,-0.09719773,0.17365229,-0.14073747,-0.18072084,0.09308113,-0.11187718,-0.1637634,0.30525655,-0.05051518,-0.076289356,-0.11033967,0.119752586,-0.1549973,0.0127546545,-0.17179136,-0.060212348,0.1273256,-0.07241175,-0.0061389487,-0.079764575,-0.041173298,0.27182144,-0.05419631,0.019398455,0.03403942,0.0671771,-0.037662763,-0.21193415,0.0960196,-0.19537136,0.021129044,0.13183108,0.15706709,-0.064713195,-0.0307537,0.16419323,-0.12935811,-0.16686659,0.15251988,-0.20663233,0.1540106
conf_307,-0.20247573,0.12517147,-0.11249923,0.2246768,-0.17813005,-0.11635884,0.014726857,0.12494131,0.30389732,-0.23438586,0.058281496,0.31142092,-0.111325175,0.3119025,0.008220978,0.16041122,0.091925025,-0.15887798,0.1919726,-0.14598346,0.07341928,-0.123197496,0.07718988,-0.11861735,-0.016897159,0.20594262,-0.25234273,0.010819619,0.19382922,0.19983183,-0.16059013,0.32046038,-0.12456152,0.13782614,0.20230919,-0.26152822,-0.061833795,-0.013556067,0.10778336,-0.17161924,0.0041117384,-0.130341,-0.19291781,0.15710956,-0.2181475,0.18111168,0.07189811,-0.2782776,0.12559772,-0.44708452,-0.3223141,-0.12616561,0.25099304,0.07546591,0.06166617,-0.2114222,-0.050160576,-0.19707236,-0.25060952,0.22977053,0.02279318,-0.06331505,0.01587085,-0.14454871,0.18251912,0.2038269,-0.20377235,0.29129556,0.21823446,-0.07605897,-0.0723027,0.029431164,-0.0129358545,0.0001946298,-0.23571059,0.27306512,0.13503598,0.10624079,-0.103105485,0.06758528,0.2434279,0.14759831,0.07016769,-0.14877053,-0.2387744,0.0036789195,-0.15746939,-0.022021975,-0.07316693,0.12505974,-0.21169737,0.3586768,0.10011367,-0.09701827,0.106746525,-0.132628,-0.22613735,0.035909608,-0.26281893,-0.06259093,0.04776448,-0.2129347,-0.06891183,-0.11823952,-0.13259688,0.19325167,-0.19378649,-0.17551261,0.010378721,0.13291545,0.26566193,-0.13268596,0.18018708,0.22886258,-0.17342123,-0.17135887,0.16780643,-0.0421575,0.23799056,0.12832518,-0.16816744,0.018224921,0.2533061,0.19143903,-0.12552969,-0.21863702,0.1427128,-0.1379566,0.110829554,-0.17103116,-0.08302875,0.113694794,0.24441086,0.05692623,0.09288167,0.13385652,0.24130821,0.16192934,0.08443082,-0.011703305,-0.30093318,-0.109538555,-0.049709775,0.117194965,0.09787586,-0.1370682,-0.13656424,-0.119384155,-0.17435814,0.015417964,-0.16913117,-0.1947015,0.19817087,-0.19565946,0.22126852,0.20792276,0.18324146,-0.23526436,0.08284553,0.055039678,0.34361917,-0.15640372,-0.11208805,0.22365306,-0.20915067,0.13818906,-0.14729337,0.21612681,-0.020648658,-0.1650417,0.14697291,-0.11879697,0.059046596,-0.15091579,0.045808636,-0.04444017,-0.21394427,-0.04166979,-0.1452969,-0.3144334,0.22343487,-0.019939605,0.043482102,0.08473168,0.1102441,-0.055892576,-0.37814334,0.14852929,-0.17404701,-0.1852764,0.12903973,-0.12893575,0.050611038,-0.1238112,0.12995866,-0.1293061,-0.04696781,0.20930417,-0.101846024,0.13830596
