problem,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,p_50,p_51,p_52,p_53,p_54,p_55,p_56,p_57,p_58,p_59,p_60,p_61,p_62,p_63,p_64,p_65,p_66,p_67,p_68,p_69,p_70,p_71,p_72,p_73,p_74,p_75,p_76,p_77,p_78,p_79,p_80,p_81,p_82,p_83,p_84,p_85,p_86,p_87,p_88,p_89,p_90,p_91,p_92,p_93,p_94,p_95,p_96,p_97,p_98,p_99
f5_i1,0.2957231,-0.15184148,0.042486563,-0.22917587,-0.3132373,0.278107,-0.21752116,-0.31800684,0.2800453,-0.24622051,0.29266554,-0.07877873,-0.4372896,-0.1651036,0.19944873,-0.16219513,-0.2561604,0.22174647,0.50749016,0.0879546,-0.1353206,0.6766905,-0.28613347,0.20471178,-0.27444664,0.6106754,0.1873974,0.25360438,0.26972184,0.15549831,0.13424917,-0.0412643,0.39380428,0.22952339,0.2852691,0.11942955,-0.22365457,-0.3099377,0.17335339,-0.23925954,-0.109727755,0.3286471,0.2123875,-0.018907415,0.18317464,0.21201903,-0.4304538,-0.008496685,-0.26519436,0.2970693,-0.23857105,0.0505632,0.28244182,-0.41493246,-0.24893874,0.064962916,-0.07787365,-0.0017353924,-0.28695875,0.06668499,0.20338888,-0.36657983,-0.2193177,-0.27380458,-0.2646609,0.20397699,-0.24517071,-0.2673736,-0.1268382,0.27659893,0.26252452,0.4414749,0.131585,0.13124856,-0.21840444,-0.37501317,0.10425546,-0.13235243,-0.08535867,0.17258956,0.19543296,-0.30628368,-0.17357902,-0.24634881,-0.48078638,0.042583276,-0.22147068,0.19076158,-0.23243466,0.26955286,-0.2102413,0.26155868,-0.47140366,-0.5250674,0.047707643,-0.21663052,-0.38057816,0.19004847,0.35140863,0.11315827
f5_i2,0.21462856,-0.19682902,0.075775266,-0.29527795,-0.19437891,0.35498527,-0.22100249,-0.27200434,0.32279932,-0.18016703,0.14175808,-0.16635148,-0.33573076,-0.17692113,0.0978364,-0.13862671,-0.13139243,0.16710617,0.33389226,0.18145226,-0.18813461,0.6325187,-0.19146386,0.19810688,-0.27306655,0.5066303,0.38529554,0.11281976,0.3035773,0.29694584,0.2404798,-0.29300195,0.5070509,0.37168005,0.15322846,0.20185657,-0.080371805,-0.037109386,0.25419825,-0.2824624,-0.14744538,0.22187516,0.21356307,-0.22736306,0.14478514,0.258533,-0.49382463,-0.27840418,-0.07152854,0.28725263,-0.24372834,0.017171793,0.07370718,-0.15107922,-0.24773641,0.11376934,-0.1489313,-0.14904495,-0.11203107,0.18832944,0.14482386,-0.28882933,-0.29374376,-0.109973416,-0.0794133,0.26871732,-0.34924015,-0.18231311,-0.33840898,0.28140083,0.13345993,0.43812272,0.36448127,0.011769333,-0.26445284,-0.38722864,0.24884295,-0.1522758,-0.13841283,0.027192468,-0.110501155,-0.2668283,0.034975927,-0.17819482,-0.36433518,-0.09673652,-0.12323026,0.0068060546,-0.269003,0.5064286,-0.3231486,0.36517012,-0.29481253,-0.36701092,0.22020385,-0.26692823,-0.5865967,0.25047237,0.62479484,-0.03850649
f5_i3,0.19482234,-0.1693401,0.0064254906,-0.3472472,-0.29260045,0.08961437,-0.19232027,-0.2206235,0.26160562,-0.24374652,0.2727422,-0.066721745,-0.5322809,-0.29101384,0.23832658,-0.23827703,-0.24674448,0.3145373,0.37249115,0.26743478,-0.32094556,0.6755861,-0.3273282,0.19773807,-0.2565218,0.37042937,0.29502097,0.076579794,0.2490887,0.2587543,0.3448099,-0.15769164,0.3588412,0.3174648,0.1824804,0.26802492,-0.17860772,-0.17960466,0.15083398,-0.1531743,-0.13159625,0.3290185,0.18978786,-0.11956743,0.18436882,0.20036641,-0.503867,-0.25600606,-0.19531335,0.3006376,-0.14733973,0.099210836,0.010090615,-0.38253006,-0.17883073,0.23295349,-0.24905871,-0.11575757,-0.2374396,0.3824055,0.16472833,-0.26090902,-0.2740476,-0.27573642,-0.13179676,0.15264283,-0.21417591,-0.32187626,-0.3019031,0.24743843,0.11689322,0.36478564,0.3082583,0.2891625,-0.18342133,-0.4818327,0.09792096,-0.19657098,-0.20544448,0.1440971,-0.04063557,-0.34920022,-0.3360508,-0.17372786,-0.2569576,-0.023223901,-0.12996848,0.10592042,-0.26000503,0.5658738,-0.18303728,0.21685085,-0.3277071,-0.37966058,0.08382634,-0.09618998,-0.32403034,0.11438101,0.5860606,-0.03866507
f5_i4,0.13442065,-0.20472552,0.12001783,-0.18374953,-0.4549041,0.09219959,-0.32046255,-0.23002927,0.30482987,-0.24820225,0.32516265,-0.30303812,-0.5049112,-0.27144292,0.22443436,-0.14855762,-0.12805736,0.22933279,0.4843601,0.28489646,-0.24297166,0.65981156,0.0375797,0.17660376,-0.25552708,0.547058,0.17245612,0.21775642,0.26128373,0.26806346,0.2106743,-0.26250967,0.31150457,0.2922195,0.11812017,0.18131918,-0.041277982,-0.3600531,0.13509686,-0.10684412,-0.16796465,0.1706832,0.30102858,-0.22887594,0.082182035,0.27966648,-0.5335432,-0.29270804,-0.24888073,0.1976157,-0.26796588,-0.08596081,0.27294508,-0.020422896,-0.30392984,0.19964057,-0.32195735,0.02821265,-0.25653222,0.30258045,0.2747821,-0.36767414,-0.28610894,-0.13934873,-0.10132909,0.27012506,-0.22113432,-0.29974028,-0.3153256,0.293885,0.16412994,0.49165508,0.36322752,0.3870678,-0.10767792,-0.46134555,0.24172622,-0.15265426,-0.28314295,0.24757859,-0.11188594,-0.30425227,0.036336936,-0.20140108,-0.34579685,-0.09184065,-0.08417672,0.04348226,-0.115195274,0.60956126,-0.10412428,0.18800081,-0.32697052,-0.3050114,0.12082892,-0.283183,-0.065784924,0.21736392,0.47539905,0.09529584
f5_i5,0.28745762,-0.25006577,0.12680636,-0.261048,-0.43140405,0.13232946,-0.37274948,-0.19443038,0.27105835,-0.18386638,0.2904262,-0.23628552,-0.44407764,-0.19243011,0.2556272,-0.10004682,-0.2142544,0.26864523,0.5251523,0.20798142,-0.13744944,0.7171857,-0.036063094,0.31287777,-0.08960078,0.41987228,0.222888,0.2671271,0.14555766,0.113887966,0.2534986,-0.28753358,0.43610814,0.2843696,0.33702224,0.1272086,-0.10340517,-0.18317461,0.08873166,-0.09739555,-0.21644516,0.16690731,0.1920379,-0.15984482,0.25770178,0.3246348,-0.41572452,-0.14086398,-0.048068557,0.1508417,-0.1516054,-0.028904703,0.07078063,-0.14959529,-0.22983566,0.2366098,-0.19969651,-0.15547623,-0.38643962,0.21044713,0.25768045,-0.2351447,-0.30714777,-0.31657138,-0.11967197,0.27729288,-0.29527727,-0.31490287,-0.18929982,0.20120715,0.27410805,0.49989438,0.32358092,0.44849944,-0.25047192,-0.5979656,0.11599885,-0.16618425,-0.2427075,0.032870702,0.071965374,-0.27369305,-0.38503283,-0.2517961,-0.4636538,-0.104585975,-0.13340984,0.10721264,-0.22942747,0.44180262,-0.09169336,0.19865039,-0.27516288,-0.38362426,-0.02291958,-0.17736885,-0.108654335,0.24058528,0.4387142,0.17483053
f6_i1,0.29387432,-0.27139735,0.2896169,-0.06953811,-0.2565402,0.20194669,-0.18122402,-0.21964136,0.009671949,0.01343108,0.1626411,-0.18108514,0.35025638,-0.17344366,0.08359494,-0.33738387,-0.31549516,0.1816888,0.29191983,0.32901165,-0.23745367,-0.35991037,-0.11679061,0.19717139,-0.20209087,0.25268245,0.2830853,0.15985313,0.100230105,0.2421854,0.28324327,-0.064742446,0.011241214,0.34567222,0.14335951,0.366746,-0.44606513,0.3387128,0.09055274,-0.092616305,-0.17450702,0.57084495,0.25513092,-0.33705515,0.13675648,0.3357922,0.26890883,0.10296182,-0.30984497,0.10943847,-0.11839316,0.30756146,0.09867814,0.36109298,0.24252144,0.011485091,-0.21560232,-0.25777695,-0.16548313,0.33674273,0.20973726,0.21705824,-0.14904673,-0.3390925,-0.28417528,-0.22851688,-0.021913325,0.49416235,-0.29428914,0.024072262,0.24779345,0.075964175,0.24103166,-0.18661083,-0.21472688,0.09601402,0.13369204,-0.17471032,-0.24646795,0.19068702,-0.015844902,-0.46846652,-0.15434337,-0.09202422,0.40724257,-0.18297648,-0.18415286,0.15781894,-0.2109852,-0.027615154,-0.10404972,0.14218204,-0.03176257,0.4017172,0.16925928,-0.21588883,-0.43474904,0.21237431,0.32080355,0.18412502
f6_i2,0.37742,-0.24528642,-0.0384022,-0.14834744,-0.29982415,0.10196734,-0.3077466,-0.24412534,0.14559667,-0.2094725,0.13887328,-0.05502912,0.13570721,-0.22592187,0.23343545,-0.24298604,-0.016804384,0.12144345,0.21722245,0.22267638,-0.0752683,-0.053578362,-0.18626283,0.2671221,-0.241192,0.27902555,0.3716788,0.18769889,0.04713585,0.27145115,0.45304146,-0.003051139,-0.31149518,0.011884273,0.23512743,0.104107924,-0.28999928,0.026444819,0.0073233503,-0.15590708,-0.24449024,0.15590692,0.19928823,-0.2530442,0.16540617,-0.034696937,0.2881615,0.36389577,-0.19233398,0.13181598,-0.13691656,0.28343928,0.40885532,0.21204683,0.1746791,0.2557443,-0.2543315,-0.17937553,-0.30388647,-0.18352276,0.22794858,0.26253533,-0.36445835,-0.029057495,-0.28907293,-0.42765445,-0.3287807,0.5400589,-0.09890176,0.3052337,0.33579767,0.25037554,0.1613547,-0.25206846,-0.19224145,0.03124722,0.31722766,-0.27794823,-0.19062264,0.16538025,-0.25021714,-0.53211516,-0.23297362,-0.29939312,0.24164662,-0.27680224,-0.055928513,0.2519674,-0.17492478,-0.0776134,-0.26045826,0.15740648,0.24898115,0.34076306,0.24294315,-0.25115576,-0.17214213,0.32324636,0.43384737,0.33048034
f6_i3,0.09261406,-0.14892508,0.42603433,-0.29303738,-0.22934583,0.0631676,-0.2884283,-0.2365343,0.36381498,-0.27791592,0.27478456,-0.3105854,0.19100486,-0.23527609,0.08688087,-0.22385383,-0.2879475,0.24650922,0.2851687,0.2373558,-0.13966845,-0.23055279,-0.342173,0.19185661,-0.23923366,0.10562899,-0.06319795,0.28992176,0.26533225,0.13776423,0.24479488,-0.2924993,-0.31174704,-0.19838968,0.13173486,0.31947675,-0.52818894,-0.6569496,0.19566126,-0.1336709,-0.18430299,0.13449337,0.238214,-0.25854668,0.16399726,0.18153338,0.06491959,0.22400793,-0.07264446,-0.19667114,-0.1617271,0.273032,0.22476037,0.050311077,-0.030357037,0.13105352,-0.27792588,-0.0861677,-0.13119522,-0.28960043,0.23243529,0.18055585,-0.22415811,-0.15749702,-0.34296477,-0.022152722,-0.10784808,0.12099119,-0.37519598,-0.021975229,0.35346705,0.13060382,0.2225718,-0.24178971,-0.22655806,0.04618277,0.2342138,-0.12842679,-0.19412556,0.2573135,-0.1396136,-0.1246216,-0.035892643,-0.16157718,0.2846436,-0.19102827,-0.14427653,-0.022655386,-0.11846007,0.017602677,-0.08265929,0.08100123,-0.014896068,-0.24376237,0.24752945,-0.10385053,-0.4491886,0.12270342,0.50730824,0.35373005
f6_i4,0.29616717,-0.27916303,-0.05838068,-0.27208674,-0.08992345,0.16227065,-0.21639965,-0.1556541,0.36263022,-0.19316459,0.1414509,-0.26578268,0.053093288,-0.18767159,0.30967495,-0.19691782,-0.11919774,0.20159084,-0.5498147,0.2264807,-0.1456557,-0.20193833,0.13655262,0.14355315,-0.23177727,0.22561264,0.11883282,0.24479839,0.13990782,0.13955311,0.20078836,-0.12380687,-0.3845577,-0.093081914,0.20554212,0.24548586,0.01758999,-0.050713386,0.2082347,-0.18576434,-0.13696076,0.16576633,0.16461733,-0.18103302,0.116639264,0.0011201806,0.00079916,0.09808878,-0.19279335,0.005963484,-0.21432656,0.17938453,0.44931772,-0.03417832,0.19801925,0.07713691,-0.34967208,-0.080365755,-0.26421547,-0.5179644,0.2151842,0.08026079,-0.20462202,-0.10937598,-0.0792782,-0.1636816,-0.26514566,0.6174556,-0.17127885,0.13157,0.41951665,0.27868798,0.090151265,-0.10612865,-0.21525806,0.17966041,0.23431247,-0.2812901,-0.27321586,0.41248935,-0.4600183,-0.3634048,-0.46144962,-0.26951864,0.12381349,-0.17379835,-0.19492778,0.08275909,-0.18112358,-0.18760061,0.03131158,0.13943805,0.39766514,0.1648561,0.2575824,-0.3046226,-0.2682609,0.19652526,0.1917929,0.08761269
f6_i5,0.25793037,-0.11369875,0.4835194,-0.17524506,-0.29606026,0.2198394,-0.2898395,-0.18205032,0.1858789,-0.2097682,0.17040071,-0.31051272,0.20477884,-0.15896955,0.16718698,-0.37012112,-0.2991609,0.24904993,-0.054686647,0.23278792,-0.25490975,-0.046678767,-0.18117628,0.3492859,-0.25547394,0.38192716,0.12919596,0.1871212,0.25550407,0.039859068,0.36748773,0.05453828,-0.38104096,0.17920426,0.12830873,0.23096634,-0.43310356,-0.03189441,0.26145777,-0.2720871,-0.23078491,0.05503376,0.1926531,-0.20570439,0.2081034,-0.04196855,0.5367314,0.026689282,-0.3167354,0.35187835,-0.088322006,0.20728494,0.09520014,-0.05789101,0.13784575,0.19599254,-0.21134202,-0.15138106,-0.12239949,0.09332058,0.28542408,0.22752981,-0.23443337,-0.22402333,-0.29640445,-0.25784087,-0.031683616,0.044636585,-0.10258202,0.24130844,0.16166422,0.33727962,0.19428095,-0.2755991,-0.19237918,0.15195943,0.22685014,-0.12383437,-0.068501815,0.29778588,-0.4498482,-0.38044032,-0.013453463,-0.24363929,0.36883596,-0.25413445,-0.16002056,0.32682696,-0.18484241,-0.49226755,-0.30077344,0.24536781,0.15385258,0.10859204,0.29647347,-0.042343967,-0.3261155,0.12357099,0.0990738,0.12466724
f7_i1,0.29646614,-0.19258198,0.52785885,-0.30235785,-0.14236596,0.20393299,-0.2941894,-0.09166539,0.16244416,-0.31977287,0.13913064,-0.3172753,-0.082233414,-0.23706497,0.23346359,-0.19625378,-0.061452642,0.20132881,-0.23536699,0.32288244,-0.12372581,-0.48413047,-0.040762253,0.3121246,-0.123336054,0.035412237,0.28729457,0.1831355,0.19094782,0.14336789,0.3289249,-0.10274062,-0.3064263,-0.062278997,0.2129242,0.35587373,-0.44849384,0.18265346,0.1265926,-0.19533366,-0.19020464,0.39357328,0.3274267,-0.3296868,0.27389714,0.4026022,0.3694243,-0.035954196,-0.034948803,0.30999887,-0.15815029,0.23914365,0.22752492,0.06497115,0.22771579,0.070903055,-0.09462615,-0.14831081,-0.15315305,0.1640271,0.11919669,0.19518599,-0.42818227,-0.13129683,-0.20099631,-0.35231328,-0.34566885,-0.10584566,-0.12576896,-0.0023399738,0.37566677,-0.09851173,-0.112980776,0.011460194,-0.13025838,0.16034007,0.22265714,-0.19518049,-0.21050572,0.3300049,0.04170141,-0.35597643,-0.104486234,-0.20585948,0.3607586,-0.17476748,-0.06139406,0.038424946,-0.17748415,-0.22649853,-0.19360928,0.082001835,0.05585828,0.08247784,0.1404108,-0.2620962,-0.05386306,0.15669739,0.42477068,0.11112757
f7_i2,0.41895398,-0.25757918,0.22830662,-0.22218117,-0.2363208,0.20179598,-0.07470518,-0.16499524,0.0995762,-0.1250726,0.07581412,-0.18147697,0.16458902,-0.2375778,0.21125418,-0.20447426,-0.23122647,0.28439248,-0.20803584,0.28579724,-0.28488946,-0.5134849,-0.58519137,0.25098932,-0.14363362,0.18236026,-0.11744235,0.28127792,0.099113904,0.3280628,0.20618396,-0.28853428,0.12529527,-0.036834817,0.31852707,0.32584208,-0.1854181,-0.511109,0.26467642,-0.2679486,-0.10761086,0.24254918,0.24716009,-0.24438536,0.15752596,0.23123236,0.43356553,0.16940221,-0.09808806,0.2834412,-0.13147339,0.13887021,0.16598776,0.16331789,0.19861172,0.06327621,-0.42488384,-0.28452417,-0.19935507,-0.3865298,0.19612758,0.16130804,-0.3090821,-0.22886814,-0.08515612,-0.3380414,-0.1609421,0.20654453,-0.10446529,0.054159593,0.028682834,0.018904157,-0.1598822,-0.0441037,-0.16046967,0.5130362,0.20414531,-0.16790459,-0.16045842,0.036057197,0.29966027,-0.21504202,0.054305613,-0.17368145,0.22249304,-0.1407885,-0.29245153,0.052854877,-0.16781305,-0.40152767,-0.12183148,0.047240697,0.11773421,0.19034514,0.14184579,-0.33531305,-0.31812105,0.25966758,0.3077328,0.075928405
f7_i3,0.0004715654,-0.10459049,0.23608357,-0.14663233,-0.06896944,-0.023566432,-0.30398288,-0.14079686,0.18610725,-0.25564212,0.14567934,-0.25762966,0.5471934,-0.12181361,0.242725,-0.23483634,-0.30281985,0.16381289,0.12978804,0.2674557,-0.14586887,-0.08993071,-0.10468239,0.25496128,-0.17672919,0.34653082,-0.12305539,0.24715674,0.22525981,0.16156434,0.111557454,-0.0870156,-0.23059148,0.0044023045,0.21306829,0.12861098,-0.44382688,-0.031130116,0.1936534,-0.083744735,-0.1804005,0.44070688,0.2080073,-0.40018708,0.14197008,0.12063627,0.011029757,0.22790277,-0.3856378,0.2739375,-0.079557784,0.36499733,0.08920673,0.22305292,0.42886162,0.12751561,-0.2875402,-0.31565693,-0.16040842,-0.2423008,0.3656025,0.07673607,-0.10020619,-0.2570024,-0.23491421,-0.3041519,-0.12447194,0.33199817,-0.18408845,0.020503033,0.28595808,0.0032599834,0.42680287,-0.32875222,-0.28582388,0.19879162,0.3008345,-0.11796462,-0.0876323,0.10842432,-0.21126929,-0.28126305,-0.14464015,-0.25857684,0.3512618,-0.21263011,-0.2971656,0.38345793,-0.26862735,-0.4602143,-0.17920697,-0.022271635,0.07466512,0.042848144,0.29132628,-0.33988065,-0.1767862,0.23784629,-0.065715976,0.110076286
f7_i4,0.33841893,-0.07634979,0.72115284,-0.22763975,-0.11365749,-0.032173064,-0.20921381,-0.2580415,0.21733598,-0.05866944,0.30671817,-0.10037926,0.10699897,-0.21305107,0.25168622,-0.25991786,-0.2188693,0.044780772,0.31491557,0.19734332,-0.06383809,-0.012972071,-0.22663203,0.11995125,-0.1998883,0.07534607,0.2623299,0.30125585,0.33242068,0.37918893,0.38487208,-0.21731918,-0.20230682,0.3829328,0.11573902,0.3077856,-0.16877133,0.11268333,0.093385465,-0.277199,-0.25060436,-0.024899138,0.17139724,-0.14857464,0.25027716,-0.11150772,0.16095813,0.3684328,-0.16764554,0.0018499305,-0.26577768,0.27592158,0.1271448,0.25912207,0.15671866,0.30166638,-0.32856405,-0.2079408,-0.20120202,0.40416804,0.16788778,0.11891743,-0.41188157,-0.40231863,-0.08338998,-0.2882203,-0.2283906,0.5088984,-0.13854629,0.20134835,0.2041172,0.42701748,0.045480713,-0.28371575,-0.1635476,0.09083606,0.20308688,-0.3188288,-0.24451886,-0.10384604,-0.49035814,-0.39076373,-0.008549667,-0.10516362,0.1494605,-0.16035226,-0.31765482,0.1190707,-0.18869051,-0.055884372,-0.065730095,0.07571137,0.14848377,0.34626117,0.13005713,-0.3518542,-0.17374623,-0.028937541,0.36466944,0.124019675
f7_i5,0.020505814,-0.09917686,0.2716732,-0.19135748,-0.19756359,0.30645508,-0.25864437,-0.20580108,0.17580889,-0.2289196,0.116013095,-0.31850094,0.12698263,-0.2829955,0.16890813,-0.32762346,-0.31311554,0.1688378,0.81529933,0.3576066,-0.22727202,-0.23600782,-0.09633369,0.28473845,-0.19095883,0.25683638,-0.2431225,0.18317974,-0.031007059,0.031159926,-0.17939705,-0.19340304,0.06047321,0.39700222,-0.025361884,0.2986194,0.40359458,-0.07790216,0.40671045,-0.17172775,-0.14813766,0.048682585,0.19990015,0.020828336,0.24558009,0.26957846,0.35745746,0.041658375,-0.39136332,0.41943526,-0.18330391,0.26902232,0.24175172,0.12570837,0.19885571,0.35195017,-0.23107323,-0.2658455,-0.16234443,0.020584477,0.30077213,0.096015096,-0.10019767,-0.3361169,-0.27293804,-0.19187972,-0.30281547,0.10594655,-0.27001053,-0.038836785,0.08290302,0.11336793,0.35832953,-0.16132717,-0.18913423,0.2568218,0.29038483,-0.21296208,-0.27338433,0.33983853,-0.62958425,-0.17317723,-0.11749394,-0.1641127,0.18417734,-0.13098179,-0.22524858,0.29688346,-0.23739208,-0.04106189,-0.23998334,0.37118325,0.068318844,0.46665815,0.3252692,-0.37591645,-0.27702832,0.24545418,0.17527749,0.09740025
f8_i1,0.12911528,-0.28526273,0.15306132,-0.21310158,-0.25328222,0.4644608,-0.36214218,-0.2268094,0.08182731,-0.27892274,0.0781981,-0.2761842,0.16538106,-0.3028637,0.25046292,-0.3216082,-0.1677784,0.15575433,0.44339314,0.23057657,-0.2804783,-0.49135554,0.02114422,0.18624502,-0.20912795,-0.019959545,-0.3435461,0.21555926,0.19025865,0.074472025,0.201849,-0.38353306,-0.3706239,0.2037141,0.16555344,0.03740336,-0.3205889,-0.56991035,0.19181864,-0.0466999,-0.043779954,0.2079066,0.21438062,-0.1573991,0.0911217,0.2531758,0.31975174,0.0063969293,-0.34374803,0.20547734,-0.3095167,0.10689351,0.23324834,0.15261668,0.32146505,-0.056953017,-0.047473814,-0.06774198,-0.19686979,-0.25922412,0.3699634,0.17413105,-0.0883815,-0.19551826,-0.27186263,-0.06364934,-0.27154633,0.4162307,-0.21190125,0.19940305,-0.02523516,0.0032510543,0.18367366,-0.22557357,-0.23859397,0.31389454,0.22296879,-0.29153907,-0.2410124,0.28874224,0.16906784,-0.03199461,-0.068786435,-0.26331043,0.15260956,-0.25228593,-0.09560831,-0.22346328,-0.34405124,-0.440883,-0.43510902,0.145778,0.36155745,0.055686608,0.25843963,-0.29174623,-0.11434301,0.11155201,-0.005528189,0.26772854
f8_i2,0.30977282,-0.1373034,-0.09845563,-0.11725292,-0.17036943,0.36022317,-0.2641047,-0.107249625,0.12882473,-0.31050816,0.1485394,-0.14255904,0.08833318,-0.28448504,0.26084292,-0.25684366,-0.1512122,0.22876428,0.105059534,-0.14267507,-0.24468926,-0.34393272,-0.37849823,0.18682857,-0.2631862,-0.13451959,0.18753399,0.18459438,0.32397512,0.24028902,0.2460204,-0.23097229,-0.33005872,-0.11467983,0.3383263,0.094540015,-0.50518626,-0.10165309,0.17384768,-0.24586527,-0.10735909,0.27690566,0.21382263,-0.16026117,0.11036516,0.24226204,0.058749337,0.10564929,-0.47874907,-0.081641436,-0.26523542,0.41282904,0.18001696,0.2615104,0.31409925,0.042202253,-0.0758135,-0.19435304,-0.26417512,0.14573172,0.3034128,0.14594832,-0.23087609,0.11708625,-0.28510126,-0.08445204,-0.33963537,0.1328645,-0.24812433,0.35128912,0.056443565,0.06160669,0.12089331,-0.018810203,-0.27095777,0.26967683,0.27303627,-0.19540095,-0.049784496,0.30323657,0.26739192,-0.25330955,-0.28355378,-0.25174332,0.1490466,-0.17633997,-0.078483626,0.20654511,-0.08276165,-0.13966303,0.06814727,0.17852314,0.38873756,0.23774284,0.16776086,-0.429801,-0.44496244,0.2511001,0.17428413,0.4855165
f8_i3,0.10250789,0.08056144,-0.20566292,-0.21417214,-0.34266526,0.28511444,-0.35530344,-0.062239524,0.14246134,-0.030853527,0.17043874,-0.11519818,-0.03356611,-0.20577025,0.33764994,-0.23948511,-0.25967,0.060785048,0.50405395,-0.06835577,-0.22147742,-0.04699353,-0.121969774,0.1770266,-0.05827787,-0.12169885,0.33427104,0.21772441,0.36855984,0.19369046,0.21887678,-0.27878344,-0.4882501,0.16627486,0.28939813,0.28475794,-0.36315334,0.47115594,0.23407932,-0.17031239,-0.12671398,0.1653398,-0.005534617,-0.24736053,0.30675754,0.15835136,0.0993294,0.11919685,-0.26069352,0.3335413,-0.14911568,0.18957764,0.30406016,0.30981106,0.14876558,0.25815916,-0.14020477,-0.06525013,-0.117100805,-0.29501808,0.12359231,0.33965406,-0.47951636,-0.2547676,-0.25576684,-0.32167813,-0.24407387,0.37845093,-0.36002415,0.32840526,0.17100331,0.25466248,0.39192063,-0.29643047,-0.06776076,0.070003584,0.2101127,-0.13499217,-0.18760048,0.25746948,0.2525105,-0.34550878,-0.45457324,-0.2955637,-0.07498602,-0.15061586,-0.16908994,0.06130907,-0.2905618,-0.6972649,-0.21503907,0.1898169,0.51764745,-0.386874,0.08178909,-0.19977868,-0.2628925,0.22032145,0.24399772,0.23991518
f8_i4,0.21175969,0.06445771,-0.17120264,-0.10102989,-0.17571996,0.21749999,-0.27387297,-0.33997914,0.45944664,-0.22766128,0.001025334,-0.22685643,0.3366174,-0.27136922,0.37024647,-0.10399575,-0.12040626,0.22467197,-0.25945568,0.25032693,-0.24737316,-0.35039574,-0.119651854,0.12577632,-0.19082418,-0.050212312,0.31527725,0.18834442,0.114990376,0.06295376,0.20415181,-0.38687932,-0.4654529,0.19634503,0.31628728,0.04127042,0.05085141,0.352719,0.33632937,-0.30708534,-0.21507418,0.1318953,0.286314,-0.2254401,0.24644306,0.32361084,0.21928439,0.24918075,-0.052711137,0.1570108,-0.29712093,0.30450895,0.20326051,0.31092033,0.25393993,0.17236474,-0.06666373,-0.06857989,-0.19172494,-0.02815963,0.2861367,0.17034,-0.34538242,-0.37528953,0.0028192168,0.061723188,-0.31471416,-0.010974868,-0.23816867,0.21606772,0.01850054,0.17404997,0.5637098,-0.16040991,-0.19395684,0.033327058,0.15115365,-0.08793765,-0.18593553,0.19080757,-0.12004813,-0.18141939,-0.13538276,-0.24723323,0.17301275,-0.2152753,-0.20527773,0.1681048,-0.16697691,-0.03357764,-0.16774048,0.19542187,0.14797169,0.4729142,0.26147607,-0.16772163,-0.40962428,0.16783737,0.36037797,0.058269717
f8_i5,0.22614048,-0.28184104,-0.094021566,-0.12258755,-0.22175536,0.35438436,-0.2955073,-0.19616194,0.04871673,-0.221472,0.29195133,-0.17849618,0.440452,-0.10933042,0.11674201,-0.3759407,-0.21567813,0.2387795,0.09376694,0.32059222,-0.19966164,-0.49239254,-0.32361963,0.18210149,-0.07903328,0.15097365,0.19633834,0.109867536,0.2729145,0.14427347,0.1629655,-0.37204018,0.30161914,0.28137714,0.13464862,0.41100004,0.2876917,-0.4363774,0.043859404,-0.18737297,-0.16909996,0.34152588,0.25093955,-0.33820668,0.20096022,0.24658279,0.3630827,-0.0582367,-0.26568618,0.028399017,-0.25735304,0.26137292,0.3703259,0.22084056,0.12448639,0.050336175,-0.34286135,-0.13981359,-0.16228178,0.24847893,0.15399636,0.29245055,-0.16188447,-0.18431233,-0.11812416,-0.25347495,-0.046099447,0.21660295,-0.3536087,0.0081341285,0.30476844,-0.025745546,0.3150221,-0.27005172,-0.29190233,0.068957664,0.24175091,-0.13022815,-0.045280952,0.11685084,-0.22580375,-0.15621346,-0.30366242,-0.2748665,0.24910094,-0.20138614,-0.28846216,0.23280293,-0.26629442,0.008195084,-0.22493015,0.05626473,0.22169852,-0.13913973,0.16835627,-0.1378693,-0.24265644,0.22822852,0.18490142,0.22026125
