problem,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,p_50,p_51,p_52,p_53,p_54,p_55,p_56,p_57,p_58,p_59,p_60,p_61,p_62,p_63,p_64,p_65,p_66,p_67,p_68,p_69,p_70,p_71,p_72,p_73,p_74,p_75,p_76,p_77,p_78,p_79,p_80,p_81,p_82,p_83,p_84,p_85,p_86,p_87,p_88,p_89,p_90,p_91,p_92,p_93,p_94,p_95,p_96,p_97,p_98,p_99,p_100,p_101,p_102,p_103,p_104,p_105,p_106,p_107,p_108,p_109,p_110,p_111,p_112,p_113,p_114,p_115,p_116,p_117,p_118,p_119,p_120,p_121,p_122,p_123,p_124,p_125,p_126,p_127,p_128,p_129,p_130,p_131,p_132,p_133,p_134,p_135,p_136,p_137,p_138,p_139,p_140,p_141,p_142,p_143,p_144,p_145,p_146,p_147,p_148,p_149,p_150,p_151,p_152,p_153,p_154,p_155,p_156,p_157,p_158,p_159,p_160,p_161,p_162,p_163,p_164,p_165,p_166,p_167,p_168,p_169,p_170,p_171,p_172,p_173,p_174,p_175,p_176,p_177,p_178,p_179,p_180,p_181,p_182,p_183,p_184,p_185,p_186,p_187,p_188,p_189,p_190,p_191,p_192,p_193,p_194,p_195,p_196,p_197,p_198,p_199
f12_i1,0.27797592,0.09358381,-0.26133373,0.012312466,0.15896858,0.19338286,-0.022326814,-0.2232983,0.23402393,-0.14095259,0.2862594,-0.14789465,-0.4388395,-0.26707235,-0.21771935,-0.033030868,-0.14056411,0.23776892,-0.06351183,0.15639313,-0.24892798,0.31683528,-0.17201586,-0.32976806,0.27282146,0.3212504,-0.44381744,0.30594233,-0.17795913,-0.23603001,-0.027366554,0.06347662,0.21765785,0.050437715,-0.14487284,-0.28354016,-0.07951318,0.009605866,-0.05513678,-0.0882666,0.14386433,-0.30532014,0.29819205,0.2994257,0.15593526,-0.31618088,0.160268,-0.08009778,-0.16373761,-0.21426567,0.11559587,-0.10937225,0.48840505,-0.12459975,-0.22338746,-0.37167782,0.248215,0.21987115,0.19539258,0.33000562,0.11935242,0.19937173,0.19549517,0.3623972,-0.11110546,0.086022645,0.18969654,-0.0339405,-0.11634235,0.110039435,0.082756065,-0.29466936,0.34319293,-0.02109739,0.12638223,-0.099909976,0.3947995,0.049453735,-0.104123354,-0.07613928,-0.2880378,0.26554078,-0.21306647,0.143534,0.27734622,0.029199632,-0.007236331,-0.34058684,0.06317917,0.3223545,-0.05312018,-0.45118794,0.0480216,-0.1665492,0.49471,0.1606543,-0.17986414,0.16203167,-0.2686188,0.2167123,0.06431696,-0.24205738,0.15281178,-0.07275213,0.26417562,-0.25578356,0.12711217,-0.16331337,-0.054717317,-0.2365457,-0.00022066558,0.17975865,0.034875862,-0.04334918,-0.11410775,0.2325887,-0.17360768,-0.106755875,-0.20874558,-0.12290114,-0.338206,0.17333591,-0.076583065,-0.01807222,-0.18433863,0.19227496,-0.050222337,0.040110245,-0.006544006,0.2948624,-0.21627982,-0.20305422,-0.32358667,0.20526099,0.35951594,0.10529384,0.06141353,-0.23028362,-0.059722356,-0.31967148,-0.09678931,0.18756641,0.071869805,0.096162885,0.3109899,0.20675835,0.20224935,-0.17129493,0.16167298,-0.028851438,-0.11290229,0.22505969,-0.09141671,0.23484474,0.10193394,-0.056806616,0.24902529,0.21816427,0.05148863,0.02179716,0.14690818,0.20518658,-0.20323877,-0.18244469,0.19996376,-0.36549345,0.27720913,-0.23849171,-0.3266903,-0.34212044,-0.11763448,0.13319796,-0.14676999,0.31694207,-0.05372809,-0.16783674,0.295056,-0.28512236,0.08271998,-0.24487038,0.13967703,0.12556694,0.046613254,-0.26655424,0.12988189,0.32656974,-0.050292276,-0.17429486,0.12568691,-0.10567591,0.24331315,0.015474913,0.124053165,0.20477396,0.25475287,0.06678266,-0.0041999915,-0.19675033,-0.0008621776,-0.21564627
f12_i2,0.14721602,0.071076505,-0.23491855,-0.008310836,0.23039433,0.20315017,0.20814672,0.14995117,0.22119255,-0.25946787,0.06468105,-0.1719269,0.03012405,-0.16076243,-0.2777091,0.05718705,-0.12947838,0.19233558,-0.23971963,0.19700018,-0.28526303,0.1956831,-0.13029899,-0.2371412,0.3201564,0.37027,-0.01741289,0.0403337,-0.21467382,-0.19469926,-0.027279744,0.15948184,0.106082246,0.12303523,-0.22069192,-0.12082446,-0.09156778,-0.058041524,-0.21342367,-0.23948991,-0.064579666,0.13647038,0.1548588,0.10281453,0.15601422,-0.27704734,0.123141706,-0.020357033,-0.047336143,0.23024961,0.085890174,0.14546894,-0.009659506,0.00066419254,-0.28082296,-0.039632827,0.08736546,0.10409571,0.1950141,-0.211939,0.17982784,0.25507963,0.14541472,0.05442935,-0.0032068328,-0.1294416,-0.0035036618,-0.06707283,-0.20180418,-0.06525033,0.2747805,-0.11097637,0.17369434,0.274082,0.09879261,-0.2847394,0.241687,-0.0019572962,-0.10332478,-0.20200267,0.1499957,0.4799211,-0.078947924,0.034320757,0.40727177,-0.029005935,0.21284829,-0.3142025,0.28405887,0.12820789,-0.17592317,-0.4247487,0.32101285,-0.09940657,-0.41842708,0.24147755,-0.20088258,0.15179837,-0.060328312,0.11740841,-0.0038398483,-0.18879895,0.116599046,0.014198094,0.14162439,-0.1030384,-0.0033228467,-0.25059524,-0.07277066,0.0061019883,-0.34492978,0.25908265,-0.37386757,-0.14962496,-0.14658016,0.20337527,-0.14511095,0.21344978,-0.20208436,-0.14344878,0.06301631,0.17083132,-0.29673952,-0.16862135,-0.21733326,0.037320066,0.3076629,0.27450588,0.22068246,0.10132827,-0.16394632,-0.10556387,-0.3902322,0.07460557,0.14479788,0.16349073,0.08483608,-0.27731556,-0.046485163,-0.21050763,0.01607935,0.19814117,0.12084571,0.28075784,-0.1930784,0.2566754,0.105339594,-0.1582162,0.20375907,-0.35941193,-0.46039644,0.27125484,-0.11499289,0.16010378,0.25445354,-0.27910796,0.09598489,0.18345325,-0.03634015,-0.12383045,-0.33159617,0.083335936,-0.30471757,-0.03409864,0.21425444,-0.102483034,0.43447042,-0.060093474,-0.015764825,-0.27219996,-0.3112255,0.2055517,-0.36094213,0.22142754,0.06812668,-0.23367848,0.37604272,-0.23270611,0.056942377,-0.29416308,0.38663837,0.29698184,0.29301196,-0.23136061,0.17738199,0.15910785,0.14499584,-0.009532081,0.11573698,-0.19893816,0.14597148,0.18714665,0.113931686,0.27653673,0.11820186,0.11772586,-0.33939743,0.04619044,0.2972158,-0.18254817
f12_i3,-0.014319701,0.060230393,-0.11404759,-0.38127014,0.09034955,0.1312174,0.07250081,0.08225337,0.32459107,-0.26497746,0.07630863,-0.28237057,-0.2562637,-0.14692141,-0.08351268,-0.24462399,-0.26233658,0.20777573,-0.3310361,0.19268964,-0.09287615,0.23555173,-0.1574826,-0.21396346,0.29032496,0.17483082,-0.3548244,0.13718379,-0.20255943,-0.18277894,-0.48284432,-0.21132192,0.35782486,0.14489679,-0.11489874,-0.21320657,-0.095688045,-0.22725365,-0.13160399,-0.18357301,0.16527058,-0.4810451,0.20794414,-0.10534967,0.086222656,-0.25977096,0.08901557,-0.0019594934,-0.2724098,0.39578328,0.22938143,-0.024946472,0.30558413,-0.3091256,-0.12441028,-0.2739579,-0.13901436,0.26925892,0.044445463,-0.38699672,0.035589382,0.027084956,0.215559,0.17185858,-0.1551081,-0.31623316,0.24756253,-0.12511136,-0.19467996,-0.032349147,-0.31343612,-0.18107116,-0.41120747,0.14595309,0.11583766,-0.2641596,0.20774858,-0.06668747,-0.06604847,-0.09499419,0.046596453,0.3129155,-0.12173131,0.13864645,0.21078697,-0.111255966,0.36966679,-0.2430815,0.13907205,-0.36367735,-0.21388794,0.083632894,-0.06450625,-0.07047836,0.14555895,0.19318184,0.08954256,0.012522284,0.0015833804,0.11297684,-0.38130096,-0.2228488,0.46376798,-0.11827016,0.37623203,-0.09729247,-0.107155606,-0.16297095,-0.26494423,-0.17992257,-0.17416131,0.16399303,0.21214412,-0.013975445,-0.18707636,0.003356405,-0.31186548,-0.35961407,-0.08358849,-0.12133486,-0.43943816,0.22236396,-0.28109172,-0.05819348,-0.09335133,-0.3100971,0.16372606,0.12914394,0.03350139,0.16400261,0.20912853,-0.3067065,0.42074552,0.12124309,0.07350745,0.3441197,0.20162773,-0.13763593,-0.027804878,-0.0006950199,-0.07007983,0.114947215,0.19745436,-0.09347049,0.2724825,0.16334614,0.103379354,-0.3768643,-0.033851925,-0.05891335,-0.34173355,0.32740283,0.053150922,-0.24884313,0.20070659,-0.1891682,0.16597088,0.11866119,-0.013028279,-0.26188016,-0.29062647,0.14233789,-0.121892445,-0.14001793,0.10142036,-0.17708132,0.25740904,-0.20713478,-0.10193722,-0.16000739,0.061425555,0.16101703,-0.20558926,0.26600817,-0.02472579,-0.15540595,0.024627596,-0.15401453,0.11249187,-0.3068371,0.26451853,-0.047585323,0.07057106,-0.25862786,-0.009615253,0.15004787,0.18941256,-0.19217443,0.11578713,-0.38326094,0.05694084,0.40995693,0.14655192,0.22921474,0.2108173,0.07416077,-0.29279268,-0.14130251,0.21775869,-0.12330851
f12_i4,0.21229209,0.398064,-0.115538724,0.31627095,0.234697,0.19680673,0.10446483,0.18432675,0.2223454,-0.07847232,0.26880592,-0.25079006,-0.19070643,-0.20907834,-0.042039663,-0.060692903,0.07311079,0.22506467,-0.23977995,0.17298268,-0.14421634,0.22495985,-0.263531,-0.3930451,0.18231413,0.19788551,-0.33791134,0.17244397,-0.16797173,-0.08539871,-0.32251054,0.18267167,0.24413191,0.24906993,-0.16628473,-0.23100355,-0.09096548,-0.066279374,-0.18003665,-0.031902697,-0.19161656,-0.0015666544,0.108981,0.07594727,0.09860619,-0.10060224,0.20669691,-0.31425923,-0.16709581,-0.31079364,-0.0006157785,-0.09090296,0.3600339,-0.28844988,-0.27856287,-0.40162513,0.6497459,0.11076519,0.14250636,-0.30162588,0.27902764,0.10195202,0.27786276,0.20602301,-0.22512797,-0.04170235,0.16629958,-0.06667932,-0.21626435,-0.12865856,-0.073542245,-0.22320579,-0.13946979,0.13138361,0.12961811,-0.17054565,0.43164894,-0.4201036,-0.011625102,-0.14043769,0.011787406,0.4509275,-0.15494484,0.14563742,0.2903186,-0.20275629,0.14709355,-0.37143672,0.1703856,0.18756077,-0.22465412,-0.15399615,0.18599044,-0.13047399,0.28428423,0.17266782,-0.30501154,0.16798475,-0.14001803,0.1642319,-0.12154382,-0.05974084,0.17666093,-0.13642249,0.35265994,-0.1414083,-0.002131618,-0.1570702,-0.0027827632,0.05922197,-0.039973345,0.231652,0.043972034,-0.13149191,-0.15993072,0.2287863,-0.3581592,-0.043456376,-0.056476943,-0.19000052,0.44548482,0.008328976,-0.11795217,0.06484742,0.21194915,-0.35278863,0.08668393,0.06764689,0.19627854,0.19071199,-0.05290412,-0.032035157,-0.1794585,0.14670905,0.1808729,0.12183843,0.0026661137,-0.2040434,-0.024241213,-0.4595004,-0.13424318,0.16832617,0.21532966,0.29238123,-0.118532024,0.24953985,0.09297266,-0.1472937,0.14230816,-0.50466746,-0.5474885,0.2778099,0.07835388,-0.33253804,0.20931727,-0.11827082,0.3735137,0.20175666,0.22194204,-0.105664335,0.157778,0.11032686,-0.12218776,-0.13379566,0.18830667,-0.27602524,0.1245245,-0.10464579,0.015910283,-0.10805349,-0.091970615,0.18805929,-0.202894,0.1907978,0.008989337,-0.14810865,0.1332936,-0.13711691,0.047609277,-0.30431783,0.15443964,0.15247785,0.09250341,-0.26621357,0.16256174,0.20407303,0.115176566,-0.30184704,0.0803564,-0.12693912,0.34324077,0.35600728,0.18433966,0.3802377,0.13577819,0.13362677,-0.08568831,-0.08402144,0.37298974,-0.21183
f12_i5,0.30452633,0.24506499,-0.23923235,-0.49838153,0.32213098,0.18432987,0.09521705,-0.013318798,0.19615342,-0.26057866,0.13833852,-0.24878724,0.08870839,-0.11540141,-0.20688032,-0.1074936,-0.18026249,0.17255622,-0.02353254,0.11832837,0.091060966,0.24033532,-0.062089268,-0.2923028,0.25650558,0.24756901,-0.21630701,0.3488975,-0.20486918,-0.25067627,0.1155012,0.22334917,0.23583853,0.19247133,-0.19831678,-0.13766429,-0.085455455,-0.21882708,-0.151468,-0.18344393,0.25510398,-0.058367126,0.23703496,0.11302321,0.16400132,-0.17312549,0.29293698,-0.366023,-0.28143358,-0.09028974,-0.03795269,-0.15940401,-0.06215984,-0.33064,-0.11705024,-0.24712056,-0.53717035,0.16191974,0.2516689,-0.14291403,0.18755604,0.22530039,0.2304142,0.45341137,-0.05961783,-0.112192795,0.16621017,0.03205273,-0.30219916,0.15619801,-0.06919589,-0.16067027,-0.09265348,0.11475012,0.15784007,-0.44990662,-0.060570385,-0.09398655,-0.16755338,-0.23599868,-0.15949376,-0.3589679,-0.13969915,0.15223369,0.0703767,-0.21420577,0.12837675,-0.27909887,-0.14425296,0.41289845,-0.216962,-0.15765552,0.08608081,-0.1884096,-0.30818146,0.091574274,-0.32393122,0.18318182,-0.3399596,0.13427278,-0.3340137,-0.10520673,0.18143204,-0.10649738,-0.04921735,-0.15434374,-0.18367493,-0.23704097,0.014831376,-0.20136763,-0.3069349,0.12624048,-0.04679011,-0.34609634,-0.1711128,0.14634033,-0.20396961,0.084191866,-0.30673024,-0.18889992,-0.06863402,0.28670138,-0.30964652,-0.1445383,-0.39207438,0.096280314,0.18512267,-0.0035833304,-0.029810423,0.10284224,-0.4104735,-0.092293195,-0.34656587,0.06912707,0.20403832,0.3202008,0.21232775,-0.08974593,-0.20225926,0.2825009,0.13895705,0.10288821,0.14783363,0.14954011,-0.06604253,0.061040394,0.09076114,-0.0023702139,0.17897715,-0.2619189,-0.5424531,-0.012286394,0.18835162,-0.38711467,0.1263885,-0.16225648,0.16485204,0.15907651,0.13176726,-0.15613389,0.29735315,0.1987116,-0.027375324,-0.09246791,0.13104281,-0.30599672,0.20115566,-0.19636843,-0.124508716,-0.18327284,-0.12211135,0.27141726,-0.45552972,0.096835546,-0.089561485,-0.14675127,0.4337413,-0.25606093,0.13337381,-0.2691039,0.3162884,0.22079344,0.33926153,-0.19589144,0.15607402,0.07688997,0.22765553,-0.21831426,0.33869132,-0.11853026,0.40443063,0.24578267,0.24104968,0.019626554,0.19787855,0.22724366,-0.11445122,-0.3857129,0.18820105,-0.17422575
f13_i1,0.22087865,0.23087133,-0.2061239,0.045192786,0.21288724,0.15133724,0.21002391,0.16703634,0.23170249,-0.12624843,0.15542671,-0.23367025,-0.0431247,-0.2018079,-0.19035633,-0.20382962,-0.26105693,0.23241796,-0.032367546,0.10440498,-0.024423622,0.07611449,-0.22815338,-0.19860823,0.26978365,0.07829273,-0.12537667,0.23703612,-0.19184569,-0.2789511,0.15071836,0.22271429,0.08436141,-0.024748767,-0.25105524,-0.31440827,-0.18691993,-0.25992453,-0.14056224,-0.3487442,-0.23179968,0.09730594,0.13326056,0.30865645,0.20042762,-0.18261513,0.08778746,-0.39150047,-0.13962963,0.06358921,0.05683403,-0.1642869,0.39529002,-0.23210603,-0.25029728,-0.16783038,-0.11053808,0.113634154,0.146133,-0.04418416,-0.010765008,0.102352716,0.12156598,0.011628697,-0.20825695,-0.16570823,0.22452028,-0.32056814,-0.07972435,0.108098835,-0.1595577,-0.17845039,-0.36583275,0.09698933,0.2218068,0.10724047,-0.18875016,-0.46772483,-0.22340783,-0.1389043,-0.20673293,0.41878694,-0.08019884,0.17775983,0.23493972,-0.1811965,0.34363982,-0.20754398,0.2567279,-0.058456436,-0.17841941,-0.02020579,-0.016379874,-0.08080783,0.16236632,0.27678385,0.003731051,0.19820257,-0.26537904,0.26625448,-0.028525585,-0.18568295,0.1545279,-0.21399906,-0.26776603,-0.22580054,-0.19942386,-0.22486113,-0.17077802,-0.16382083,-0.15489095,0.105528,-0.21942136,0.12562926,-0.021677647,-0.036629118,-0.20023648,-0.41110405,-0.27733406,-0.11802712,0.024250055,0.20396489,-0.010199388,-0.17288436,0.086137116,-0.21217044,0.14975983,0.21501839,0.18573418,0.19394872,-0.37696576,-0.24870847,-0.38277116,0.5216186,0.045642346,-0.0660154,0.3581721,-0.054952957,-0.058235474,-0.097531244,-0.10127652,0.21688917,0.264013,0.074701406,0.25666824,0.17102341,0.056834705,-0.19887975,0.21361344,-0.06922644,-0.15554607,0.13908018,0.1928494,-0.1735429,0.050275773,-0.1432716,0.18894503,0.25306267,-0.21099617,-0.21704137,-0.10397706,0.14698786,-0.1212847,-0.2101915,0.22304863,-0.19906305,0.2008089,-0.2519606,-0.41545674,-0.19840704,0.022436148,0.13420422,0.09756668,0.20649764,-0.05827129,-0.1997612,0.16968374,-0.19369677,0.31021342,-0.14454643,0.268232,-0.008144061,0.2789015,-0.12624979,0.20721109,0.17431265,0.079307325,-0.16635321,0.06701439,-0.2695759,0.14325155,0.5046567,0.22665511,0.19811459,0.12783293,0.06771234,-0.37993485,-0.41005558,0.037957802,-0.24976668
f13_i2,0.22511731,0.18817614,-0.16553268,-0.18796228,0.17809105,0.070642844,0.037233014,-0.23322742,0.2832854,-0.0040741325,0.12838358,-0.07434729,0.29242277,-0.20787068,-0.28938743,-0.20751049,-0.3196142,0.12504192,-0.1220068,0.1814397,-0.07389016,0.25513765,-0.093850225,-0.14850457,0.26152298,0.3155873,-0.14424045,0.3070522,-0.1557019,-0.11955497,-0.12538299,-0.2698625,0.20217109,0.41155037,-0.18089937,-0.23404445,-0.09173806,-0.18245095,-0.18990235,-0.22243932,-0.26611504,0.0034804398,0.24789058,0.32459354,0.20030361,0.013800088,0.14690846,0.025708077,-0.08551409,0.25464362,0.1342658,0.08066856,0.015297913,-0.06482144,-0.18891998,-0.19342612,-0.53562784,0.13097543,0.15014954,-0.18118753,0.033264857,0.1355363,0.118976265,0.13539433,-0.2528777,-0.23267236,0.12836726,-0.39862624,-0.13935138,0.13433068,-0.025605856,-0.1093923,0.08976543,0.102473505,0.20777307,-0.40825936,-0.064821504,-0.22143584,-0.08015603,-0.1420338,-0.15390125,0.057450652,-0.04081642,0.1711024,0.16133055,0.16950528,-0.055831645,-0.24228212,0.07267397,0.028580336,-0.22435905,-0.05736425,0.31017065,-0.14539583,0.6468637,0.2880084,-0.039337583,0.15191509,-0.20159599,0.1908595,0.2401613,-0.18795326,-0.10595638,-0.07454597,-0.06250712,-0.1723618,-0.22745413,-0.1248392,-0.03929066,-0.06737981,-0.24754292,0.20643418,-0.3816598,-0.052943062,-0.011631297,0.10674471,-0.048419874,-0.28044102,-0.2512226,-0.13875791,-0.20643507,0.108319156,-0.13538305,-0.15996255,-0.0012485214,-0.09742886,0.3428501,0.08305665,0.22998922,0.18182188,-0.2055234,-0.27745402,-0.20886303,0.011103974,0.34931248,0.0051510744,0.18669352,-0.22049147,-0.14372115,0.64130723,-0.19116218,0.19349383,0.0838569,-0.0127664795,0.28166467,0.20640387,0.11166843,-0.26465505,0.17203552,-0.14981838,-0.1282428,0.47994468,0.15991762,0.34573647,0.04836055,-0.00022200336,-0.018001577,0.18902041,0.07057047,-0.33736297,-0.5167456,0.25276783,-0.26888624,-0.18471655,0.15882225,0.031199241,0.22659871,-0.21878321,-0.19352674,-0.07931132,-0.38533968,0.16639236,-0.10249197,0.16426809,-0.11054305,-0.14202619,0.044265926,-0.12764911,0.22592266,-0.22434868,0.25185835,-0.33041188,0.2658817,-0.32592648,0.30562007,0.2265035,0.3959795,-0.12408962,0.24693947,-0.24469441,0.15680932,0.285564,0.1201103,0.17130905,0.32257095,0.227643,-0.12732512,-0.22152531,-0.039460137,-0.38704014
f13_i3,0.03592942,0.07710785,-0.25151104,-0.2964599,0.2420431,0.20376222,0.24260582,-0.124323934,0.30347925,0.0070932317,-0.0053881295,-0.14710908,-0.466906,-0.13343312,-0.1643213,-0.20762692,-0.21247245,0.26183432,-0.20391282,0.17082435,-0.018309526,0.28624016,-0.21777491,-0.18031159,0.11854577,-0.03462226,-0.074773066,0.048633657,-0.18041585,-0.06850484,-0.18033084,0.11506555,-0.014883178,-0.03154926,-0.18467405,-0.29806456,-0.09542435,-0.24469157,-0.07904135,-0.13644448,0.33744878,-0.28896132,0.20866403,0.18488854,0.20583746,-0.19344133,0.23531714,-0.23753181,-0.2717328,0.22245803,0.20797992,-0.17751592,0.48195222,-0.07303031,-0.22214028,0.21960211,-0.30232257,-0.1016829,0.17949,0.20614493,0.10246938,0.17261888,0.117848165,0.26178837,-0.22628653,-0.15844084,0.27800336,0.21444911,-0.25607932,-0.07575265,-0.04608222,-0.25305104,-0.16840857,0.15847434,0.208075,-0.16282645,0.10055805,-0.1863228,-0.33378476,-0.26729032,0.027594954,0.05277558,-0.19825357,0.24105996,-0.0032394198,-0.06953595,0.11353444,-0.16525738,0.0733887,0.072503135,-0.08731455,-0.13277917,0.10699507,-0.21662222,-0.0028812063,0.048633378,-0.10117427,0.14124203,-0.17791879,0.1577568,-0.38372073,-0.09709118,0.05126186,-0.25971565,0.2586262,-0.22340263,-0.10181304,-0.05689918,-0.20576653,-0.108910784,-0.17625432,0.12497733,-0.37106225,-0.15360504,-0.26296386,0.095945604,-0.13772619,0.085830376,-0.16483752,-0.17829172,-0.19341435,0.20500001,-0.16428992,-0.23681994,0.3321213,-0.4738078,0.02175505,0.09955932,0.19457617,0.08350976,0.058435682,-0.10076949,0.14214572,0.35793066,0.24327755,0.22479944,0.15511605,-0.06883686,-0.03953703,0.16897656,-0.17487016,0.09987285,0.2737797,0.09976267,0.06895179,0.21640782,0.16442584,-0.10144704,0.22047313,-0.055162843,-0.016415585,0.23030679,0.010124375,-0.19519237,0.16784966,-0.14299527,0.27168176,0.24553432,0.29758975,-0.25724563,0.13671845,0.12522231,-0.18109134,-0.17057215,0.1645193,-0.27338496,0.051796544,-0.2917588,-0.13076465,-0.24422422,-0.049122475,0.10242353,0.030327033,0.05949623,-0.11853771,-0.15705603,0.24327953,-0.15270904,0.022791594,0.04675287,0.30665332,-0.56731486,0.15138705,-0.111281246,0.1557546,0.15608433,0.16460775,-0.09143576,0.2590177,-0.1095754,0.11522071,0.4943534,0.31486163,0.16651303,-0.006044131,0.03932562,-0.11687992,-0.04708674,0.26580206,-0.20470588
f13_i4,0.41063467,-0.10005814,-0.2509093,0.045383364,0.15164228,0.16268405,0.1458537,-0.2190841,0.18990622,0.017725987,0.23213068,-0.19693485,-0.10643991,-0.2662284,-0.017241232,-0.24309978,-0.039477192,0.23020476,-0.111679606,-0.008325109,0.25762108,0.210545,-0.34894258,-0.07814179,0.15644753,-0.0018282718,-0.2411425,0.18309133,-0.062188312,-0.13046092,0.01372589,0.10299061,0.11245227,0.12184977,-0.20305204,-0.28178263,-0.04135778,-0.2497007,-0.2109295,-0.020162966,-0.124413446,-0.39390945,0.1770932,0.13899347,0.18593481,-0.09131664,0.23599918,0.036454458,-0.06929531,0.506742,0.10172782,-0.28386742,0.17630021,-0.33663526,-0.15491514,0.10351527,0.13743345,0.22861686,0.14438683,0.29172745,0.20887083,0.12142521,0.14816274,0.19342026,-0.08210053,-0.12957828,0.12039949,-0.23276734,-0.35850936,0.280944,-0.37065566,-0.2197273,-0.17592056,0.16621839,0.13412933,-0.09726481,-0.049971387,-0.023619466,-0.19415674,-0.23829156,-0.28326473,-0.07795664,-0.017551102,0.16778156,0.101366505,0.06818877,0.093936585,0.0148207005,0.26442328,0.32947093,-0.1830495,-0.21824993,0.09274265,-0.12526244,-0.2422814,0.27977636,0.056257445,0.06345178,0.009712534,0.24185197,0.037130423,-0.30952144,0.09736217,-0.24881913,-0.20654859,-0.039758705,-0.1853072,-0.107912734,-0.28483644,-0.1804253,-0.11497379,0.077455595,-0.44993368,-0.1266539,-0.25980997,-0.08596938,-0.19476265,0.021004653,-0.21894085,-0.1260264,-0.4889724,0.07986133,-0.0045500332,0.12502772,0.075566,-0.46460935,0.28660378,0.06024782,0.25294018,0.2017518,-0.29320276,-0.2738736,-0.43003932,0.2920377,0.039644223,0.046561502,0.35990512,-0.18414666,-0.13416493,0.42079276,-0.21033324,0.018582538,0.1344029,0.23022544,0.049381353,0.15754233,0.07309466,-0.27632028,0.26718137,-0.019553492,-0.10327987,-0.23680662,0.083676964,-0.06991064,0.060180143,-0.18938999,0.35335457,0.22583047,0.46776173,-0.18730222,-0.28928593,0.2699782,-0.09948376,-0.17583291,0.1418927,-0.21365038,0.22970043,-0.19614306,0.029924061,-0.16904438,-0.0053951684,0.21608004,-0.34622332,0.123902954,0.3976473,-0.2708725,0.38891765,-0.25848445,0.19179322,-0.1361166,0.3432669,-0.24857424,0.19257906,-0.19380078,0.259124,0.13004038,0.34439847,-0.38949332,0.012866167,0.010206392,0.25877455,0.32958907,-0.06780478,-0.15759319,0.05352306,0.15272191,-0.1982945,-0.21191199,0.19891408,-0.082522616
f13_i5,-0.051930025,0.13850045,-0.15839982,0.19226582,0.24345021,0.14656058,0.12149024,0.29522362,0.068468615,-0.20835577,0.0976808,-0.08596801,-0.28516483,-0.20750013,0.044066515,-0.17122728,-0.031538285,0.17247029,-0.37034553,0.21785282,-0.23385684,0.2298369,-0.17958808,-0.25230232,0.24228692,0.004515203,-0.16867937,0.24036105,-0.21630841,-0.24845074,-0.061904564,-0.02846583,0.19937102,0.061892558,-0.18962593,-0.32665473,-0.13756153,-0.20585503,-0.2953454,-0.24463822,0.0703381,0.35205826,0.16538171,0.09906349,0.21510848,-0.25157017,-0.0145153515,-0.12515111,-0.1387981,0.38901532,-0.11245612,-0.22028449,0.12547293,-0.26095188,-0.14431046,0.03866339,0.051819734,0.040863004,0.24385248,-0.4883783,0.12013493,0.14698336,0.10591824,-0.045649815,-0.18929696,-0.2421785,0.21365573,0.387507,-0.17663603,0.17327407,-0.38375086,-0.16340624,-0.2985377,0.25764397,0.2451341,-0.12188597,0.05271086,-0.17617199,-0.1475714,-0.18699953,0.05136759,0.055145293,-0.09774953,0.1492141,0.1793262,-0.010991109,0.26810312,0.101386815,0.3162245,-0.108527504,-0.11738831,-0.108236566,0.17206897,0.044085808,0.23123388,-0.00953793,0.027704349,0.048264023,0.021748323,0.23212658,-0.11661663,-0.09588045,-0.11985375,-0.28204265,-0.12601574,-0.12850581,-0.3174746,-0.22066914,-0.17136836,-0.03938497,-0.17147762,0.10457497,0.08106568,-0.31040764,-0.18897514,0.10945739,-0.22339725,-0.025240786,-0.08568359,-0.15428747,0.26687965,0.2133574,-0.13533469,-0.058368776,0.0028392305,-0.09365468,0.1405163,0.24943827,0.16630715,0.19029249,-0.1707841,-0.2902107,-0.29122528,0.26478642,0.044786565,-0.074909344,0.05773181,-0.08209368,0.23544988,0.3022058,-0.3380627,0.30091974,0.2026789,0.2639193,0.15360492,0.2596687,0.1779793,-0.23352692,0.18504156,-0.03479443,-0.548456,0.014018589,0.3279645,-0.14109088,0.06545004,-0.20700899,0.31173304,0.24264881,-0.25170994,-0.18980311,0.23626773,0.25405905,-0.12217771,-0.18393888,0.1790442,-0.21932356,0.11909944,-0.030388324,-0.17668824,-0.17493984,0.06349798,0.18341452,0.28108498,0.09800843,0.2746776,-0.055944897,0.25333324,-0.15818973,0.34174874,-0.08435514,0.44215634,-0.0583882,0.14494823,-0.13277578,0.028083745,0.13397376,0.09912865,-0.4025135,0.04226944,-0.12500753,-0.022430437,0.4799105,0.07203868,0.008291306,0.15261641,0.22855368,-0.22312124,-0.23121776,0.22172783,-0.19052552
